date,lambda,value,total_time,scheduled_plan,optimal_plan,time_schedule
2024-03-01,1.0,6086,716,"[7, 6, 4, 3, 1, 3, 1, 7, 1, 1, 5, 2, 5, 2, 1]","[7, 6, 4, 3, 1, 3, 1, 7, 1, 5, 2, 5, 2]","[0, 60, 120, 225, 345, 360, 480, 510, 585, 600, 675, 690, 705]"
2024-03-01,3.111111111111111,6067,757,"[5, 6, 1, 6, 1, 4, 1, 4, 5, 0, 4, 5, 7, 4]","[5, 6, 1, 6, 1, 4, 1, 4, 5, 0, 4, 5, 7]","[0, 30, 60, 90, 150, 165, 270, 285, 390, 510, 675, 690, 705]"
2024-03-01,5.222222222222222,6607,723,"[4, 7, 6, 2, 7, 7, 1, 2, 6, 1, 4, 0, 3, 2, 3, 7, 2, 1, 5, 6]","[4, 7, 6, 2, 7, 1, 2, 6, 1, 4, 0, 3, 2, 3]","[0, 30, 90, 150, 255, 345, 360, 495, 570, 600, 660, 675, 690, 705]"
2024-03-01,7.333333333333334,6141,718,"[3, 7, 1, 6, 1, 1, 0, 1, 4, 7, 0, 4, 2, 0, 3]","[3, 7, 1, 6, 1, 0, 1, 4, 7, 0, 4, 2, 3]","[0, 60, 150, 165, 240, 270, 435, 465, 570, 645, 675, 690, 705]"
2024-03-01,9.444444444444445,6083,726,"[4, 6, 4, 1, 7, 6, 7, 1, 5, 7, 3, 5, 6]","[4, 6, 4, 1, 7, 6, 7, 1, 5, 7, 3, 5, 6]","[0, 30, 75, 195, 225, 315, 390, 480, 510, 600, 660, 675, 690]"
2024-03-01,11.555555555555555,6557,717,"[4, 1, 6, 7, 1, 5, 6, 5, 4, 4, 1, 3, 2, 4, 0, 2, 3]","[4, 1, 6, 7, 1, 5, 6, 5, 4, 1, 3, 2, 4, 2]","[0, 30, 45, 90, 180, 210, 300, 360, 450, 555, 585, 675, 690, 705]"
2024-03-01,13.666666666666668,6054,692,"[6, 1, 6, 1, 2, 5, 6, 1, 6, 1, 4, 3, 2]","[6, 1, 6, 1, 2, 5, 6, 1, 6, 1, 4, 3, 2]","[0, 45, 60, 120, 135, 270, 360, 435, 465, 540, 555, 660, 675]"
2024-03-01,15.777777777777779,4209,466,"[4, 1, 7, 1, 7, 5, 1, 6, 6, 1, 1]","[4, 1, 7, 1, 7, 5, 1, 6, 1]","[0, 30, 45, 135, 165, 255, 345, 375, 450]"
2024-03-01,17.88888888888889,2784,260,"[4, 6, 1, 1, 1, 6, 5, 5, 1, 1]","[4, 6, 1, 6, 5, 1]","[0, 30, 75, 90, 150, 240]"
2024-03-01,20.0,2817,369,"[4, 6, 7, 3, 6, 6, 6, 1, 1, 1]","[4, 6, 7, 3, 6, 1]","[0, 30, 75, 165, 285, 360]"
