date,lambda,value,total_time,scheduled_plan,optimal_plan,time_schedule
2024-02-06,1.0,8032,697,"[0, 4, 1, 4, 1, 7, 7, 4, 6, 4, 2, 2, 4, 6, 4, 3, 2, 2, 0, 5]","[0, 4, 1, 4, 1, 7, 4, 6, 4, 2, 4, 6, 4, 3, 2, 0, 5]","[0, 60, 90, 105, 120, 150, 225, 255, 285, 300, 435, 450, 480, 495, 645, 660, 690]"
2024-02-06,3.111111111111111,8018,707,"[5, 6, 1, 4, 1, 4, 4, 1, 4, 1, 4, 0, 3, 4, 3, 4, 3, 2]","[5, 6, 1, 4, 1, 4, 1, 4, 1, 4, 0, 3, 4, 3, 4, 3, 2]","[0, 30, 60, 90, 105, 135, 150, 165, 180, 210, 225, 375, 525, 540, 660, 675, 690]"
2024-02-06,5.222222222222222,8052,715,"[6, 4, 1, 6, 4, 7, 4, 7, 4, 1, 7, 4, 1, 0, 3, 2, 4]","[6, 4, 1, 6, 4, 7, 4, 7, 4, 1, 7, 4, 1, 0, 3, 2, 4]","[0, 45, 60, 90, 120, 135, 225, 240, 330, 345, 375, 465, 480, 510, 675, 690, 705]"
2024-02-06,7.333333333333334,7970,707,"[1, 4, 1, 4, 6, 5, 0, 1, 4, 2, 1, 6, 1, 6, 0, 3, 0, 2]","[1, 4, 1, 4, 6, 5, 0, 1, 4, 2, 1, 6, 1, 6, 0, 3, 2]","[0, 30, 45, 75, 90, 120, 210, 360, 390, 405, 540, 555, 600, 615, 660, 675, 690]"
2024-02-06,9.444444444444445,4697,236,"[2, 5, 4, 1, 1, 4, 4, 1, 4, 6, 4, 6, 6]","[2, 5, 4, 1, 4, 1, 4, 6, 4, 6]","[0, 30, 45, 75, 90, 105, 135, 150, 180, 210]"
2024-02-06,11.555555555555555,3783,292,"[4, 7, 7, 7, 1, 4, 7, 6, 4, 4, 6]","[4, 7, 1, 4, 7, 6, 4, 6]","[0, 30, 90, 105, 120, 210, 240, 255]"
2024-02-06,13.666666666666668,2848,178,"[4, 4, 1, 4, 1, 4, 4, 7, 7, 7, 7]","[4, 1, 4, 1, 4, 7]","[0, 30, 45, 60, 90, 105]"
2024-02-06,15.777777777777779,3746,216,"[2, 6, 4, 6, 6, 6, 1, 4, 6, 1, 1]","[2, 6, 4, 6, 1, 4, 6, 1]","[0, 30, 60, 90, 120, 150, 165, 195]"
2024-02-06,17.88888888888889,4691,256,"[2, 1, 1, 6, 1, 4, 6, 4, 1, 6, 4]","[2, 1, 6, 1, 4, 6, 4, 1, 6, 4]","[0, 30, 45, 90, 105, 135, 165, 180, 210, 240]"
2024-02-06,20.0,2823,231,"[6, 6, 1, 1, 4, 1, 3, 3, 4, 4]","[6, 1, 4, 1, 3, 4]","[0, 45, 60, 90, 105, 225]"
