date,lambda,value,total_time,scheduled_plan,optimal_plan,time_schedule
2024-01-10,1.0,8464,719,"[2, 4, 6, 3, 1, 0, 6, 4, 1, 3, 4, 1, 4, 1, 5, 1, 3, 4]","[2, 4, 6, 3, 1, 0, 6, 4, 1, 3, 4, 1, 4, 1, 5, 1, 3, 4]","[0, 30, 45, 90, 105, 135, 240, 285, 330, 360, 420, 465, 495, 540, 555, 630, 645, 705]"
2024-01-10,3.111111111111111,8434,744,"[1, 7, 6, 3, 6, 3, 1, 6, 7, 5, 4, 6, 4, 5, 4, 1, 7, 2, 0]","[1, 7, 6, 3, 6, 3, 1, 6, 7, 5, 4, 6, 4, 5, 4, 1, 7, 2]","[0, 30, 90, 120, 150, 180, 195, 225, 255, 330, 390, 435, 480, 525, 585, 615, 630, 690]"
2024-01-10,5.222222222222222,8921,735,"[3, 4, 6, 1, 3, 2, 1, 6, 1, 2, 1, 4, 5, 4, 7, 1, 6, 4, 1, 2]","[3, 4, 6, 1, 3, 2, 1, 6, 1, 2, 1, 4, 5, 4, 7, 1, 6, 4, 2]","[0, 30, 60, 90, 120, 135, 210, 225, 270, 285, 345, 375, 420, 480, 525, 585, 615, 645, 690]"
2024-01-10,7.333333333333334,8923,721,"[3, 4, 1, 2, 1, 3, 7, 1, 3, 1, 4, 6, 1, 4, 5, 3, 1, 6, 4]","[3, 4, 1, 2, 1, 3, 7, 1, 3, 1, 4, 6, 1, 4, 5, 3, 1, 6, 4]","[0, 30, 60, 75, 135, 150, 165, 240, 255, 330, 360, 420, 450, 480, 525, 570, 645, 660, 705]"
2024-01-10,9.444444444444445,7944,646,"[1, 4, 1, 5, 1, 6, 2, 1, 6, 6, 4, 6, 1, 4, 7, 1, 0, 5]","[1, 4, 1, 5, 1, 6, 2, 1, 6, 4, 6, 1, 4, 7, 1, 0, 5]","[0, 30, 45, 75, 150, 165, 210, 270, 285, 330, 390, 435, 450, 510, 570, 600, 615]"
2024-01-10,11.555555555555555,4239,290,"[2, 4, 4, 4, 7, 1, 4, 3, 3, 1, 6, 6, 1]","[2, 4, 7, 1, 4, 3, 1, 6, 1]","[0, 30, 45, 120, 135, 195, 210, 240, 270]"
2024-01-10,13.666666666666668,5126,324,"[3, 4, 6, 3, 1, 3, 3, 1, 5, 5, 6, 6, 1, 1, 6, 6]","[3, 4, 6, 3, 1, 3, 1, 5, 6, 1, 6]","[0, 30, 60, 90, 105, 135, 150, 165, 240, 270, 300]"
2024-01-10,15.777777777777779,4202,298,"[0, 6, 7, 7, 3, 6, 6, 3, 1, 5, 1]","[0, 6, 7, 3, 6, 3, 1, 5, 1]","[0, 30, 75, 135, 150, 180, 210, 225, 285]"
2024-01-10,17.88888888888889,3263,179,"[4, 5, 6, 6, 6, 3, 1, 3, 3, 6]","[4, 5, 6, 3, 1, 3, 6]","[0, 30, 45, 90, 105, 135, 150]"
2024-01-10,20.0,4218,207,"[2, 4, 1, 6, 6, 1, 3, 1, 3, 1]","[2, 4, 1, 6, 1, 3, 1, 3, 1]","[0, 30, 45, 75, 105, 135, 150, 180, 195]"
