date,lambda,value,total_time,scheduled_plan,optimal_plan,time_schedule
2023-03-14,1.0,6131,718,"[0, 4, 7, 2, 5, 7, 4, 6, 0, 2, 5, 5, 1, 1, 3, 4, 6]","[0, 4, 7, 2, 5, 7, 4, 6, 0, 2, 5, 3, 4]","[0, 30, 105, 195, 300, 390, 480, 570, 630, 660, 675, 690, 705]"
2023-03-14,3.111111111111111,6081,741,"[1, 5, 4, 7, 6, 1, 1, 6, 4, 7, 0, 3, 5, 5, 0, 6, 4, 2]","[1, 5, 4, 7, 6, 1, 6, 4, 7, 0, 3, 5, 6]","[0, 30, 90, 195, 255, 315, 450, 510, 585, 660, 675, 690, 705]"
2023-03-14,5.222222222222222,5600,716,"[6, 2, 6, 5, 2, 2, 7, 4, 5, 2, 5, 5, 3, 2, 5, 3, 2, 7]","[6, 2, 6, 5, 2, 7, 4, 5, 2, 5, 3, 2]","[0, 45, 135, 195, 285, 405, 495, 570, 660, 675, 690, 705]"
2023-03-14,7.333333333333334,6048,742,"[1, 7, 5, 6, 5, 6, 5, 2, 7, 2, 5, 5, 2, 7, 5, 1, 0, 4, 1, 1]","[1, 7, 5, 6, 5, 6, 5, 2, 7, 2, 5, 2, 7]","[0, 30, 90, 165, 225, 315, 375, 465, 585, 660, 675, 690, 705]"
2023-03-14,9.444444444444445,5621,721,"[4, 3, 6, 2, 6, 5, 1, 5, 2, 4, 0, 3, 3, 3, 4, 1]","[4, 3, 6, 2, 6, 5, 1, 5, 2, 4, 3, 4]","[0, 30, 150, 195, 300, 360, 465, 585, 660, 675, 690, 705]"
2023-03-14,11.555555555555555,2327,323,"[5, 6, 6, 4, 4, 2, 6, 6, 6, 6]","[5, 6, 4, 2, 6]","[0, 30, 60, 150, 270]"
2023-03-14,13.666666666666668,5663,716,"[5, 7, 3, 4, 6, 0, 7, 0, 2, 1, 3, 4, 5, 7, 0, 0, 0]","[5, 7, 3, 4, 6, 0, 7, 0, 2, 1, 3, 4]","[0, 30, 90, 210, 300, 375, 555, 630, 645, 660, 690, 705]"
2023-03-14,15.777777777777779,5613,715,"[3, 6, 4, 5, 5, 3, 2, 2, 5, 7, 0, 2, 5, 5, 1, 0, 3]","[3, 6, 4, 5, 3, 2, 5, 7, 0, 2, 5, 3]","[0, 30, 60, 150, 255, 390, 510, 585, 645, 675, 690, 705]"
2023-03-14,17.88888888888889,6067,722,"[2, 6, 5, 1, 7, 3, 5, 6, 0, 2, 4, 0, 5, 3]","[2, 6, 5, 1, 7, 3, 5, 6, 0, 2, 4, 5, 3]","[0, 30, 60, 150, 270, 360, 495, 570, 645, 660, 675, 690, 705]"
2023-03-14,20.0,5605,723,"[6, 5, 5, 2, 6, 2, 6, 7, 6, 4, 2, 5, 4, 3, 4, 7, 7, 2]","[6, 5, 2, 6, 2, 6, 7, 6, 4, 2, 5, 4]","[0, 45, 120, 255, 300, 420, 465, 555, 615, 675, 690, 705]"
