date,lambda,value,total_time,scheduled_plan,optimal_plan,time_schedule
2024-02-17,1.0,7059,713,"[7, 1, 7, 1, 2, 1, 7, 5, 1, 2, 1, 0, 2, 2, 4, 2, 4]","[7, 1, 7, 1, 2, 1, 7, 5, 1, 2, 1, 0, 2, 4, 2]","[0, 60, 90, 180, 195, 360, 375, 480, 585, 615, 630, 645, 675, 690, 705]"
2024-02-17,3.111111111111111,6083,721,"[1, 1, 4, 1, 6, 1, 6, 5, 3, 4, 2, 0, 3, 6, 1, 4, 6, 4, 6, 1]","[1, 4, 1, 6, 1, 6, 5, 3, 4, 2, 0, 3, 6]","[0, 30, 60, 90, 150, 165, 225, 345, 525, 630, 645, 675, 690]"
2024-02-17,5.222222222222222,7056,732,"[2, 4, 6, 1, 4, 2, 1, 6, 1, 7, 0, 0, 2, 1, 4, 6]","[2, 4, 6, 1, 4, 2, 1, 6, 1, 7, 0, 2, 1, 4, 6]","[0, 30, 60, 105, 135, 270, 420, 450, 525, 555, 630, 645, 660, 690, 705]"
2024-02-17,7.333333333333334,6107,717,"[0, 0, 7, 5, 4, 5, 1, 6, 2, 2, 1, 4, 3, 3, 2, 4, 1, 5, 4]","[0, 7, 5, 4, 5, 1, 6, 2, 1, 4, 3, 2, 4]","[0, 60, 135, 255, 405, 540, 555, 615, 630, 660, 675, 690, 705]"
2024-02-17,9.444444444444445,6546,758,"[5, 4, 4, 6, 1, 6, 3, 2, 1, 5, 1, 0, 2, 0, 2, 2, 7, 7, 7]","[5, 4, 6, 1, 6, 3, 2, 1, 5, 1, 0, 2, 2, 7]","[0, 30, 60, 105, 120, 195, 345, 495, 525, 630, 645, 675, 690, 705]"
2024-02-17,11.555555555555555,7010,723,"[6, 1, 5, 1, 7, 5, 7, 1, 7, 6, 2, 1, 3, 1, 2, 2, 3, 4]","[6, 1, 5, 1, 7, 5, 7, 1, 7, 6, 2, 1, 3, 2, 3]","[0, 45, 60, 165, 180, 270, 390, 480, 495, 570, 645, 660, 675, 690, 705]"
2024-02-17,13.666666666666668,6043,739,"[4, 1, 5, 1, 5, 1, 7, 5, 6, 4, 5, 4, 6, 3, 5, 6, 1, 6]","[4, 1, 5, 1, 5, 1, 7, 5, 6, 4, 5, 4, 6]","[0, 30, 45, 120, 135, 255, 285, 360, 465, 570, 675, 690, 705]"
2024-02-17,15.777777777777779,4167,530,"[2, 5, 5, 1, 6, 6, 6, 1, 6, 1, 1, 1, 5, 2, 2]","[2, 5, 1, 6, 1, 6, 1, 5, 2]","[0, 30, 60, 90, 150, 165, 225, 255, 375]"
2024-02-17,17.88888888888889,6087,700,"[5, 5, 6, 1, 4, 3, 1, 3, 6, 1, 2, 0, 3, 2]","[5, 6, 1, 4, 3, 1, 3, 6, 1, 2, 0, 3, 2]","[0, 30, 60, 90, 225, 375, 390, 555, 615, 630, 645, 675, 690]"
2024-02-17,20.0,6509,706,"[5, 7, 1, 5, 1, 2, 6, 1, 5, 2, 0, 0, 3, 5, 2]","[5, 7, 1, 5, 1, 2, 6, 1, 5, 2, 0, 3, 5, 2]","[0, 30, 90, 120, 255, 270, 420, 495, 510, 630, 645, 660, 675, 690]"
