date,lambda,value,total_time,scheduled_plan,optimal_plan,time_schedule
2024-03-29,1.0,6090,708,"[2, 2, 2, 5, 1, 0, 1, 2, 2, 3, 1, 2, 3, 5, 3, 4, 1, 0, 3]","[2, 5, 1, 0, 1, 2, 3, 1, 2, 3, 5, 3, 4]","[0, 60, 105, 135, 285, 300, 315, 465, 495, 645, 660, 675, 690]"
2024-03-29,3.111111111111111,6041,703,"[1, 1, 5, 2, 5, 6, 1, 7, 1, 5, 6, 1, 3, 4]","[1, 5, 2, 5, 6, 1, 7, 1, 5, 6, 1, 3, 4]","[0, 30, 45, 165, 225, 315, 345, 450, 465, 585, 645, 675, 690]"
2024-03-29,5.222222222222222,6595,720,"[3, 5, 1, 4, 1, 7, 0, 1, 3, 3, 2, 3, 2, 3, 3, 1, 4, 7]","[3, 5, 1, 4, 1, 7, 0, 1, 3, 2, 3, 2, 3, 4]","[0, 30, 60, 75, 180, 210, 300, 480, 510, 645, 660, 675, 690, 705]"
2024-03-29,7.333333333333334,6592,716,"[3, 1, 6, 6, 4, 1, 3, 1, 6, 4, 2, 1, 4, 2, 4, 7, 1, 5, 4, 3]","[3, 1, 6, 4, 1, 3, 1, 6, 4, 2, 1, 4, 2, 4]","[0, 30, 60, 105, 225, 240, 420, 435, 510, 630, 645, 675, 690, 705]"
2024-03-29,9.444444444444445,7032,707,"[1, 6, 1, 7, 1, 1, 5, 2, 1, 6, 7, 4, 3, 1, 4, 4, 3, 4, 3]","[1, 6, 1, 7, 1, 5, 2, 1, 6, 7, 4, 3, 1, 4, 3]","[0, 30, 60, 90, 195, 225, 300, 315, 345, 435, 525, 645, 660, 675, 690]"
2024-03-29,11.555555555555555,5649,708,"[4, 1, 4, 2, 5, 6, 6, 4, 4, 1, 0, 3, 1, 2, 3]","[4, 1, 4, 2, 5, 6, 4, 1, 0, 3, 2, 3]","[0, 30, 45, 150, 165, 225, 315, 465, 480, 660, 675, 690]"
2024-03-29,13.666666666666668,3708,318,"[4, 5, 1, 6, 2, 5, 2, 5, 5, 5]","[4, 5, 1, 6, 2, 5, 2, 5]","[0, 30, 45, 75, 135, 150, 225, 240]"
2024-03-29,15.777777777777779,3257,483,"[5, 2, 2, 2, 2, 7, 1, 5, 1, 1, 3]","[5, 2, 7, 1, 5, 1, 3]","[0, 30, 120, 210, 225, 315, 330]"
2024-03-29,17.88888888888889,3733,301,"[1, 7, 1, 6, 2, 2, 1, 1, 6, 1]","[1, 7, 1, 6, 2, 1, 6, 1]","[0, 30, 90, 105, 180, 195, 210, 285]"
2024-03-29,20.0,6615,713,"[2, 7, 2, 5, 1, 1, 4, 4, 1, 7, 1, 4, 2, 4, 2, 2, 4]","[2, 7, 2, 5, 1, 4, 1, 7, 1, 4, 2, 4, 2, 4]","[0, 60, 150, 165, 240, 255, 390, 405, 510, 525, 645, 660, 690, 705]"
