date,lambda,value,total_time,scheduled_plan,optimal_plan,time_schedule
2024-03-02,1.0,7102,706,"[4, 7, 4, 6, 2, 0, 4, 0, 1, 7, 0, 6, 1, 4, 2, 0]","[4, 7, 4, 6, 2, 0, 4, 0, 1, 7, 0, 6, 1, 4, 2]","[0, 30, 105, 195, 270, 360, 375, 450, 465, 495, 570, 585, 660, 675, 690]"
2024-03-02,3.111111111111111,7550,717,"[4, 1, 2, 1, 0, 1, 5, 0, 3, 0, 3, 4, 2, 1, 2, 4, 3]","[4, 1, 2, 1, 0, 1, 5, 0, 3, 0, 3, 4, 2, 2, 4, 3]","[0, 30, 45, 165, 195, 210, 240, 300, 315, 405, 420, 510, 600, 675, 690, 705]"
2024-03-02,5.222222222222222,7973,640,"[2, 6, 5, 1, 0, 7, 1, 0, 3, 1, 1, 5, 0, 1, 0, 1, 0, 4]","[2, 6, 5, 1, 0, 7, 1, 0, 3, 1, 5, 0, 1, 0, 1, 0, 4]","[0, 30, 75, 165, 180, 195, 285, 300, 330, 405, 435, 495, 525, 540, 555, 585, 600]"
2024-03-02,7.333333333333334,7930,667,"[5, 5, 5, 1, 6, 7, 1, 5, 6, 1, 0, 5, 2, 1, 0, 1, 0, 0, 3, 0]","[5, 1, 6, 7, 1, 5, 6, 1, 0, 5, 2, 1, 0, 1, 0, 3, 0]","[0, 30, 45, 90, 165, 195, 255, 315, 345, 360, 435, 510, 540, 555, 585, 600, 660]"
2024-03-02,9.444444444444445,5101,373,"[5, 6, 1, 6, 1, 0, 1, 5, 0, 5, 0]","[5, 6, 1, 6, 1, 0, 1, 5, 0, 5, 0]","[0, 30, 60, 90, 135, 165, 180, 210, 270, 285, 360]"
2024-03-02,11.555555555555555,4714,370,"[4, 4, 1, 6, 0, 1, 0, 0, 1, 7, 0, 3, 3, 3]","[4, 1, 6, 0, 1, 0, 1, 7, 0, 3]","[0, 30, 45, 90, 105, 135, 150, 180, 270, 285]"
2024-03-02,13.666666666666668,4678,317,"[2, 5, 1, 0, 1, 1, 7, 0, 5, 0, 1]","[2, 5, 1, 0, 1, 7, 0, 5, 0, 1]","[0, 30, 60, 90, 105, 120, 195, 225, 285, 300]"
2024-03-02,15.777777777777779,4261,369,"[4, 4, 7, 1, 0, 1, 1, 7, 1, 7, 0]","[4, 7, 1, 0, 1, 7, 1, 7, 0]","[0, 30, 105, 120, 150, 165, 255, 285, 360]"
2024-03-02,17.88888888888889,4220,345,"[4, 6, 1, 0, 6, 0, 5, 5, 5, 0, 2]","[4, 6, 1, 0, 6, 0, 5, 0, 2]","[0, 30, 75, 90, 105, 165, 195, 255, 270]"
2024-03-02,20.0,2817,275,"[7, 6, 6, 1, 3, 3, 3, 1, 0, 0]","[7, 6, 1, 3, 1, 0]","[0, 60, 105, 120, 240, 255]"
