date,lambda,value,total_time,scheduled_plan,optimal_plan,time_schedule
2023-01-11,1.0,8028,712,"[1, 6, 4, 4, 2, 7, 7, 1, 4, 3, 2, 4, 6, 3, 7, 4, 5, 7, 4]","[1, 6, 4, 2, 7, 1, 4, 3, 2, 4, 6, 3, 7, 4, 5, 7, 4]","[0, 30, 60, 90, 135, 195, 285, 300, 360, 420, 435, 495, 540, 615, 630, 660, 705]"
2023-01-11,3.111111111111111,8500,711,"[4, 4, 7, 3, 7, 5, 4, 3, 4, 7, 4, 2, 3, 4, 5, 4, 6, 1, 5, 4]","[4, 7, 3, 7, 5, 4, 3, 4, 7, 4, 2, 3, 4, 5, 4, 6, 5, 4]","[0, 30, 90, 150, 210, 270, 285, 345, 375, 435, 450, 510, 555, 585, 615, 645, 675, 705]"
2023-01-11,5.222222222222222,8459,727,"[1, 4, 2, 4, 5, 2, 5, 7, 4, 7, 3, 4, 7, 2, 5, 4, 0, 5, 6]","[1, 4, 2, 4, 5, 2, 5, 7, 4, 7, 3, 4, 7, 2, 5, 4, 5, 6]","[0, 30, 45, 120, 135, 195, 240, 300, 360, 375, 435, 495, 510, 570, 630, 660, 675, 690]"
2023-01-11,7.333333333333334,8512,709,"[4, 5, 2, 4, 7, 4, 5, 4, 2, 2, 4, 6, 2, 7, 4, 6, 4, 7, 2]","[4, 5, 2, 4, 7, 4, 5, 4, 2, 4, 6, 2, 7, 4, 6, 4, 7, 2]","[0, 30, 60, 135, 150, 210, 225, 285, 300, 345, 375, 420, 480, 540, 555, 600, 615, 675]"
2023-01-11,9.444444444444445,5643,433,"[2, 6, 4, 3, 4, 3, 4, 4, 5, 4, 5, 6, 4]","[2, 6, 4, 3, 4, 3, 4, 5, 4, 5, 6, 4]","[0, 30, 60, 75, 150, 165, 225, 240, 300, 315, 375, 420]"
2023-01-11,11.555555555555555,4252,288,"[2, 4, 6, 6, 4, 2, 5, 5, 4, 4, 2, 4]","[2, 4, 6, 4, 2, 5, 4, 2, 4]","[0, 30, 45, 75, 105, 150, 195, 225, 270]"
2023-01-11,13.666666666666668,4263,303,"[4, 6, 4, 7, 4, 5, 4, 3, 3, 3, 4]","[4, 6, 4, 7, 4, 5, 4, 3, 4]","[0, 30, 60, 75, 150, 165, 210, 225, 285]"
2023-01-11,15.777777777777779,2863,199,"[2, 4, 4, 7, 7, 7, 7, 4, 3, 4]","[2, 4, 7, 4, 3, 4]","[0, 30, 45, 105, 120, 195]"
2023-01-11,17.88888888888889,3310,280,"[3, 4, 1, 1, 4, 3, 6, 4, 4, 4]","[3, 4, 1, 4, 3, 6, 4]","[0, 30, 45, 135, 165, 225, 270]"
2023-01-11,20.0,3290,237,"[5, 4, 4, 5, 2, 2, 4, 4, 2, 4, 4]","[5, 4, 5, 2, 4, 2, 4]","[0, 30, 45, 90, 150, 165, 225]"
