date,lambda,value,total_time,scheduled_plan,optimal_plan,time_schedule
2024-02-12,1.0,7975,652,"[5, 5, 4, 1, 4, 4, 1, 4, 6, 1, 4, 6, 3, 1, 4, 0, 4, 6, 5]","[5, 4, 1, 4, 1, 4, 6, 1, 4, 6, 3, 1, 4, 0, 4, 6, 5]","[0, 30, 45, 75, 90, 105, 120, 165, 180, 210, 240, 375, 390, 405, 555, 570, 615]"
2024-02-12,3.111111111111111,7938,764,"[3, 4, 5, 2, 6, 4, 1, 6, 5, 4, 6, 4, 4, 5, 6, 7, 5, 7]","[3, 4, 5, 2, 6, 4, 1, 6, 5, 4, 6, 4, 5, 6, 7, 5, 7]","[0, 30, 45, 90, 195, 240, 255, 285, 315, 420, 450, 480, 495, 585, 630, 690, 705]"
2024-02-12,5.222222222222222,8019,723,"[1, 5, 4, 1, 4, 6, 1, 6, 4, 3, 4, 7, 4, 7, 3, 7, 3]","[1, 5, 4, 1, 4, 6, 1, 6, 4, 3, 4, 7, 4, 7, 3, 7, 3]","[0, 30, 45, 75, 90, 105, 150, 165, 210, 225, 345, 360, 450, 465, 540, 645, 705]"
2024-02-12,7.333333333333334,5673,362,"[4, 7, 4, 6, 1, 4, 6, 7, 1, 4, 1, 4]","[4, 7, 4, 6, 1, 4, 6, 7, 1, 4, 1, 4]","[0, 30, 75, 90, 120, 150, 165, 210, 285, 315, 330, 345]"
2024-02-12,9.444444444444445,8046,706,"[0, 1, 3, 7, 4, 1, 7, 7, 4, 1, 4, 1, 4, 3, 1, 2, 3, 4]","[0, 1, 3, 7, 4, 1, 7, 4, 1, 4, 1, 4, 3, 1, 2, 3, 4]","[0, 60, 90, 210, 300, 315, 330, 420, 450, 465, 480, 510, 525, 645, 660, 675, 690]"
2024-02-12,11.555555555555555,4713,336,"[7, 1, 4, 6, 1, 4, 1, 6, 4, 7]","[7, 1, 4, 6, 1, 4, 1, 6, 4, 7]","[0, 60, 90, 105, 150, 165, 180, 210, 240, 270]"
2024-02-12,13.666666666666668,2811,160,"[2, 4, 4, 5, 5, 5, 5, 6, 1, 1, 4]","[2, 4, 5, 6, 1, 4]","[0, 30, 45, 90, 120, 150]"
2024-02-12,15.777777777777779,3746,282,"[1, 7, 7, 7, 5, 4, 1, 4, 6, 1]","[1, 7, 5, 4, 1, 4, 6, 1]","[0, 30, 75, 165, 195, 210, 225, 270]"
2024-02-12,17.88888888888889,4216,309,"[5, 4, 1, 6, 1, 4, 3, 3, 4, 6]","[5, 4, 1, 6, 1, 4, 3, 4, 6]","[0, 30, 45, 75, 105, 135, 150, 255, 285]"
2024-02-12,20.0,3269,183,"[3, 3, 3, 1, 6, 6, 1, 1, 4, 6, 1]","[3, 1, 6, 1, 4, 6, 1]","[0, 30, 45, 90, 105, 135, 165]"
