date,lambda,value,total_time,scheduled_plan,optimal_plan,time_schedule
2023-03-01,1.0,6567,711,"[7, 6, 5, 6, 7, 7, 3, 7, 5, 4, 7, 4, 3, 2, 5, 4, 7, 7, 0]","[7, 6, 5, 6, 7, 3, 7, 5, 4, 7, 4, 3, 2, 5]","[0, 45, 90, 165, 210, 255, 285, 330, 390, 465, 510, 570, 690, 705]"
2023-03-01,3.111111111111111,6128,725,"[7, 6, 1, 7, 6, 7, 4, 7, 5, 7, 1, 0, 0, 7, 4]","[7, 6, 1, 7, 6, 7, 4, 7, 5, 7, 1, 0, 7]","[0, 45, 90, 195, 240, 300, 345, 420, 465, 540, 585, 660, 690]"
2023-03-01,5.222222222222222,6619,712,"[4, 4, 7, 3, 3, 7, 3, 7, 7, 4, 7, 5, 1, 6, 4, 2, 0, 0, 1, 3]","[4, 7, 3, 7, 3, 7, 4, 7, 5, 1, 6, 4, 2, 3]","[0, 45, 90, 210, 255, 270, 315, 390, 435, 495, 600, 645, 690, 705]"
2023-03-01,7.333333333333334,6528,719,"[4, 6, 2, 3, 6, 3, 2, 4, 6, 5, 5, 7, 6, 5, 1, 5]","[4, 6, 2, 3, 6, 3, 2, 4, 6, 5, 7, 6, 5, 5]","[0, 45, 90, 180, 195, 255, 270, 375, 450, 510, 570, 615, 675, 705]"
2023-03-01,9.444444444444445,3794,377,"[4, 4, 4, 6, 2, 3, 7, 3, 7, 4, 4]","[4, 6, 2, 3, 7, 3, 7, 4]","[0, 45, 90, 180, 195, 240, 255, 300]"
2023-03-01,11.555555555555555,3293,376,"[7, 7, 6, 7, 6, 6, 3, 7, 7, 1]","[7, 6, 7, 6, 3, 7, 1]","[0, 45, 90, 135, 195, 210, 255]"
2023-03-01,13.666666666666668,2821,266,"[4, 5, 7, 7, 7, 7, 6, 3, 7, 7, 7]","[4, 5, 7, 6, 3, 7]","[0, 45, 105, 150, 210, 225]"
2023-03-01,15.777777777777779,3750,370,"[6, 6, 7, 6, 7, 3, 6, 6, 7, 6]","[6, 7, 6, 7, 3, 6, 7, 6]","[0, 45, 90, 150, 195, 210, 285, 330]"
2023-03-01,17.88888888888889,3306,479,"[3, 4, 7, 7, 6, 3, 1, 1, 1, 7]","[3, 4, 7, 6, 3, 1, 7]","[0, 90, 180, 225, 270, 330, 435]"
2023-03-01,20.0,2336,305,"[5, 5, 3, 6, 2, 2, 2, 7, 7, 7, 7]","[5, 3, 6, 2, 7]","[0, 45, 135, 195, 270]"
