date,lambda,value,total_time,scheduled_plan,optimal_plan,time_schedule
2023-02-25,1.0,6599,713,"[4, 6, 3, 6, 5, 4, 3, 5, 5, 7, 4, 7, 4, 0, 2, 4]","[4, 6, 3, 6, 5, 4, 3, 5, 7, 4, 7, 4, 2, 4]","[0, 30, 75, 150, 210, 270, 330, 405, 465, 540, 585, 645, 675, 690]"
2023-02-25,3.111111111111111,7009,736,"[4, 6, 4, 6, 3, 5, 6, 5, 2, 5, 3, 4, 3, 3, 4, 6, 4]","[4, 6, 4, 6, 3, 5, 6, 5, 2, 5, 3, 4, 3, 4, 6]","[0, 30, 75, 135, 195, 255, 315, 375, 435, 510, 570, 630, 645, 675, 705]"
2023-02-25,5.222222222222222,7066,749,"[4, 3, 7, 5, 7, 4, 7, 6, 5, 4, 7, 4, 5, 2, 3, 7, 4]","[4, 3, 7, 5, 7, 4, 7, 6, 5, 4, 7, 4, 5, 2, 3]","[0, 30, 120, 195, 240, 300, 360, 435, 480, 540, 585, 645, 675, 690, 705]"
2023-02-25,7.333333333333334,7034,730,"[4, 6, 7, 6, 5, 3, 6, 2, 3, 4, 7, 4, 5, 2, 1, 6, 2, 3, 2]","[4, 6, 7, 6, 5, 3, 6, 2, 3, 4, 7, 4, 5, 2, 6]","[0, 30, 75, 135, 180, 240, 300, 360, 450, 510, 570, 630, 660, 675, 705]"
2023-02-25,9.444444444444445,4151,463,"[5, 5, 6, 6, 5, 4, 6, 5, 4, 5, 6]","[5, 6, 5, 4, 6, 5, 4, 5, 6]","[0, 30, 60, 135, 180, 240, 300, 360, 420]"
2023-02-25,11.555555555555555,6585,706,"[5, 6, 3, 3, 4, 4, 5, 6, 7, 3, 4, 4, 3, 4, 3, 4, 2]","[5, 6, 3, 4, 5, 6, 7, 3, 4, 3, 4, 3, 4, 2]","[0, 30, 60, 165, 225, 270, 345, 420, 480, 540, 600, 645, 675, 690]"
2023-02-25,13.666666666666668,1874,247,"[6, 4, 6, 6, 3, 3, 3, 3, 3, 3, 3]","[6, 4, 6, 3]","[0, 45, 120, 180]"
2023-02-25,15.777777777777779,2810,341,"[6, 5, 4, 4, 7, 7, 7, 6, 6, 7]","[6, 5, 4, 7, 6, 7]","[0, 45, 105, 165, 225, 285]"
2023-02-25,17.88888888888889,2381,288,"[2, 7, 4, 3, 3, 7, 7, 7, 7, 7]","[2, 7, 4, 3, 7]","[0, 30, 90, 150, 225]"
2023-02-25,20.0,2799,346,"[4, 5, 6, 1, 1, 4, 6, 6, 6, 6]","[4, 5, 6, 1, 4, 6]","[0, 30, 75, 120, 225, 300]"
