date,lambda,value,total_time,scheduled_plan,optimal_plan,time_schedule
2024-01-07,1.0,6998,722,"[5, 3, 5, 2, 4, 2, 6, 6, 3, 3, 2, 3, 2, 5, 6, 6, 4, 4, 5]","[5, 3, 5, 2, 4, 2, 6, 3, 2, 3, 2, 5, 6, 4, 5]","[0, 30, 120, 180, 240, 315, 360, 405, 480, 525, 600, 630, 660, 690, 705]"
2024-01-07,3.111111111111111,7029,713,"[4, 4, 7, 2, 6, 3, 2, 3, 7, 5, 2, 6, 3, 5, 4, 5, 4, 3]","[4, 7, 2, 6, 3, 2, 3, 7, 5, 2, 6, 3, 5, 4, 5]","[0, 30, 120, 180, 225, 300, 345, 420, 495, 510, 555, 600, 645, 690, 705]"
2024-01-07,5.222222222222222,7044,719,"[7, 6, 4, 7, 5, 2, 3, 4, 5, 2, 6, 5, 4, 0, 3, 4, 7, 4, 5]","[7, 6, 4, 7, 5, 2, 3, 4, 5, 2, 6, 5, 4, 3, 4]","[0, 60, 105, 180, 255, 315, 360, 435, 525, 540, 585, 615, 675, 690, 705]"
2024-01-07,7.333333333333334,6529,674,"[3, 5, 5, 2, 6, 2, 4, 3, 5, 3, 6, 5, 6, 3, 0]","[3, 5, 2, 6, 2, 4, 3, 5, 3, 6, 5, 6, 3, 0]","[0, 90, 165, 210, 240, 285, 360, 435, 450, 525, 555, 585, 615, 660]"
2024-01-07,9.444444444444445,4636,461,"[5, 6, 2, 6, 2, 6, 6, 6, 5, 2, 7, 5]","[5, 6, 2, 6, 2, 6, 5, 2, 7, 5]","[0, 30, 75, 135, 165, 210, 240, 315, 360, 450]"
2024-01-07,11.555555555555555,2351,263,"[7, 7, 7, 6, 7, 7, 7, 7, 6, 2]","[7, 6, 7, 6, 2]","[0, 60, 105, 180, 225]"
2024-01-07,13.666666666666668,3263,382,"[4, 3, 3, 3, 3, 5, 2, 6, 2, 5]","[4, 3, 5, 2, 6, 2, 5]","[0, 30, 120, 180, 240, 270, 330]"
2024-01-07,15.777777777777779,2844,354,"[4, 6, 2, 7, 7, 7, 7, 3, 4, 4]","[4, 6, 2, 7, 3, 4]","[0, 30, 75, 135, 210, 285]"
2024-01-07,17.88888888888889,3252,342,"[5, 6, 2, 2, 6, 2, 5, 5, 4, 4]","[5, 6, 2, 6, 2, 5, 4]","[0, 30, 75, 135, 165, 210, 270]"
2024-01-07,20.0,3241,349,"[6, 5, 5, 6, 6, 3, 6, 2, 6, 6]","[6, 5, 6, 3, 6, 2, 6]","[0, 45, 120, 150, 225, 270, 315]"
