date,lambda,value,total_time,scheduled_plan,optimal_plan,time_schedule
2023-03-28,1.0,6123,712,"[0, 2, 2, 4, 2, 6, 2, 2, 2, 7, 5, 4, 2, 5, 4, 3, 7, 4, 3, 0]","[0, 2, 4, 2, 6, 2, 7, 5, 4, 2, 5, 4, 3]","[0, 30, 105, 120, 225, 300, 390, 480, 540, 570, 645, 690, 705]"
2023-03-28,3.111111111111111,5619,716,"[3, 4, 5, 6, 6, 4, 6, 7, 2, 4, 5, 7, 5, 2, 1, 4, 1, 0, 2, 2]","[3, 4, 5, 6, 4, 6, 7, 2, 4, 5, 7, 5]","[0, 30, 105, 120, 180, 270, 345, 435, 525, 600, 660, 705]"
2023-03-28,5.222222222222222,6081,735,"[3, 5, 6, 5, 6, 4, 7, 3, 2, 2, 6, 4, 7, 1, 6, 4, 7, 0, 5]","[3, 5, 6, 5, 6, 4, 7, 3, 2, 6, 4, 7, 6]","[0, 30, 60, 105, 120, 180, 270, 360, 480, 570, 630, 660, 705]"
2023-03-28,7.333333333333334,6090,715,"[7, 5, 3, 4, 4, 6, 4, 2, 5, 4, 3, 3, 1, 5, 2, 5]","[7, 5, 3, 4, 6, 4, 2, 5, 4, 3, 1, 5, 2]","[0, 45, 105, 120, 210, 300, 390, 480, 540, 570, 660, 690, 705]"
2023-03-28,9.444444444444445,3757,467,"[3, 3, 3, 4, 6, 4, 5, 4, 5, 5, 4]","[3, 4, 6, 4, 5, 4, 5, 4]","[0, 30, 105, 135, 150, 210, 300, 375]"
2023-03-28,11.555555555555555,2366,329,"[3, 6, 4, 4, 2, 2, 2, 2, 2, 4, 4, 4]","[3, 6, 4, 2, 4]","[0, 30, 60, 150, 255]"
2023-03-28,13.666666666666668,3299,411,"[0, 4, 6, 1, 1, 7, 7, 6, 7, 7]","[0, 4, 6, 1, 7, 6, 7]","[0, 30, 105, 135, 165, 255, 330]"
2023-03-28,15.777777777777779,2841,345,"[0, 4, 4, 4, 2, 2, 7, 7, 2, 6]","[0, 4, 2, 7, 2, 6]","[0, 30, 105, 120, 210, 285]"
2023-03-28,17.88888888888889,1911,263,"[4, 4, 4, 4, 2, 2, 2, 2, 4, 7]","[4, 2, 4, 7]","[0, 30, 90, 180]"
2023-03-28,20.0,6157,714,"[2, 3, 3, 3, 4, 2, 6, 7, 4, 7, 6, 6, 6, 4, 7, 1, 1, 1, 7]","[2, 3, 4, 2, 6, 7, 4, 7, 6, 4, 7, 1, 7]","[0, 30, 105, 135, 150, 225, 315, 405, 495, 570, 585, 660, 675]"
