date,lambda,value,total_time,scheduled_plan,optimal_plan,time_schedule
2023-01-07,1.0,5642,709,"[7, 2, 4, 6, 2, 5, 4, 6, 4, 5, 4, 3, 3]","[7, 2, 4, 6, 2, 5, 4, 6, 4, 5, 4, 3]","[0, 60, 150, 225, 300, 390, 465, 540, 570, 645, 675, 705]"
2023-01-07,3.111111111111111,5657,718,"[7, 4, 7, 7, 6, 5, 4, 3, 3, 4, 3, 5, 3, 4]","[7, 4, 7, 6, 5, 4, 3, 4, 3, 5, 3, 4]","[0, 60, 150, 225, 300, 360, 435, 525, 585, 660, 690, 705]"
2023-01-07,5.222222222222222,5210,715,"[7, 5, 7, 1, 3, 7, 4, 7, 0, 4, 2, 1, 3, 1, 5, 6, 7, 4, 5]","[7, 5, 7, 1, 3, 7, 4, 7, 0, 4, 2]","[0, 60, 120, 195, 345, 435, 525, 585, 660, 675, 705]"
2023-01-07,7.333333333333334,6096,711,"[4, 5, 6, 7, 7, 2, 4, 6, 5, 6, 2, 4, 2, 3, 3, 5, 1, 0, 2, 2]","[4, 5, 6, 7, 2, 4, 6, 5, 6, 2, 4, 2, 3]","[0, 60, 120, 165, 225, 300, 390, 480, 540, 585, 645, 690, 705]"
2023-01-07,9.444444444444445,1869,240,"[6, 6, 6, 7, 7, 7, 7, 5, 5, 7]","[6, 7, 5, 7]","[0, 45, 105, 180]"
2023-01-07,11.555555555555555,2317,313,"[5, 6, 6, 6, 6, 6, 3, 5, 5, 4]","[5, 6, 3, 5, 4]","[0, 45, 90, 180, 240]"
2023-01-07,13.666666666666668,2349,323,"[4, 4, 6, 7, 5, 5, 7, 7, 7, 7]","[4, 6, 7, 5, 7]","[0, 60, 120, 195, 255]"
2023-01-07,15.777777777777779,1875,322,"[2, 7, 7, 7, 7, 5, 5, 3, 3, 3]","[2, 7, 5, 3]","[0, 90, 180, 240]"
2023-01-07,17.88888888888889,1871,248,"[4, 4, 4, 5, 7, 7, 7, 7, 7, 6]","[4, 5, 7, 6]","[0, 60, 120, 195]"
2023-01-07,20.0,2355,400,"[2, 7, 4, 4, 4, 3, 3, 5, 5, 5]","[2, 7, 4, 3, 5]","[0, 90, 180, 255, 345]"
