date,lambda,value,total_time,scheduled_plan,optimal_plan,time_schedule
2024-01-23,1.0,7068,736,"[5, 4, 4, 6, 4, 7, 1, 3, 4, 1, 6, 1, 1, 7, 4, 2, 7]","[5, 4, 6, 4, 7, 1, 3, 4, 1, 6, 1, 7, 4, 2, 7]","[0, 30, 45, 90, 195, 255, 270, 360, 450, 480, 510, 540, 600, 660, 675]"
2024-01-23,3.111111111111111,7480,722,"[1, 3, 1, 7, 6, 6, 1, 7, 6, 5, 6, 3, 6, 1, 7, 7, 7, 2, 1, 2]","[1, 3, 1, 7, 6, 1, 7, 6, 5, 6, 3, 6, 1, 7, 2, 2]","[0, 30, 120, 135, 210, 255, 270, 330, 375, 465, 495, 570, 615, 630, 690, 705]"
2024-01-23,5.222222222222222,7464,737,"[4, 5, 4, 1, 6, 1, 5, 2, 2, 1, 6, 7, 6, 1, 2, 3, 6]","[4, 5, 4, 1, 6, 1, 5, 2, 1, 6, 7, 6, 1, 2, 3, 6]","[0, 30, 45, 120, 135, 180, 195, 270, 345, 375, 405, 480, 510, 540, 645, 705]"
2024-01-23,7.333333333333334,6532,626,"[4, 1, 4, 4, 4, 1, 1, 6, 5, 1, 0, 6, 1, 4, 1, 5, 5, 1]","[4, 1, 4, 1, 6, 5, 1, 0, 6, 1, 4, 1, 5, 1]","[0, 30, 45, 120, 135, 180, 240, 270, 375, 405, 435, 510, 540, 615]"
2024-01-23,9.444444444444445,3766,323,"[4, 7, 7, 6, 6, 1, 6, 7, 1, 1, 7]","[4, 7, 6, 1, 6, 7, 1, 7]","[0, 30, 90, 120, 150, 180, 255, 270]"
2024-01-23,11.555555555555555,2795,220,"[3, 4, 4, 1, 1, 5, 6, 6, 1, 1]","[3, 4, 1, 5, 6, 1]","[0, 30, 60, 75, 165, 210]"
2024-01-23,13.666666666666668,3714,264,"[1, 1, 1, 5, 1, 6, 1, 4, 1, 6]","[1, 5, 1, 6, 1, 4, 1, 6]","[0, 30, 45, 75, 105, 135, 210, 240]"
2024-01-23,15.777777777777779,2802,302,"[3, 5, 5, 3, 3, 3, 1, 1, 0, 1]","[3, 5, 3, 1, 0, 1]","[0, 30, 60, 150, 165, 285]"
2024-01-23,17.88888888888889,2319,143,"[5, 4, 4, 6, 1, 1, 1, 6, 6, 6]","[5, 4, 6, 1, 6]","[0, 30, 45, 90, 105]"
2024-01-23,20.0,3710,285,"[5, 6, 1, 6, 6, 6, 1, 4, 1, 6]","[5, 6, 1, 6, 1, 4, 1, 6]","[0, 30, 60, 90, 120, 150, 225, 255]"
