date,lambda,value,total_time,scheduled_plan,optimal_plan,time_schedule
2024-01-21,1.0,8944,714,"[4, 5, 6, 4, 6, 4, 7, 1, 2, 4, 3, 6, 3, 2, 3, 5, 4, 3, 4]","[4, 5, 6, 4, 6, 4, 7, 1, 2, 4, 3, 6, 3, 2, 3, 5, 4, 3, 4]","[0, 30, 45, 90, 150, 195, 255, 330, 345, 390, 435, 480, 510, 570, 585, 630, 645, 675, 705]"
2024-01-21,3.111111111111111,9318,718,"[5, 1, 6, 1, 4, 6, 2, 1, 7, 3, 5, 1, 0, 2, 3, 5, 3, 5, 4, 5]","[5, 1, 6, 1, 4, 6, 2, 1, 7, 3, 5, 1, 0, 2, 3, 5, 3, 5, 4, 5]","[0, 30, 45, 90, 105, 180, 210, 255, 270, 345, 390, 435, 450, 525, 570, 585, 615, 660, 690, 705]"
2024-01-21,5.222222222222222,9309,703,"[5, 6, 7, 2, 6, 5, 1, 2, 6, 1, 6, 3, 1, 2, 4, 3, 5, 1, 5, 0]","[5, 6, 7, 2, 6, 5, 1, 2, 6, 1, 6, 3, 1, 2, 4, 3, 5, 1, 5, 0]","[0, 30, 60, 135, 180, 210, 240, 255, 315, 345, 375, 405, 450, 465, 510, 540, 585, 615, 630, 645]"
2024-01-21,7.333333333333334,9410,703,"[1, 4, 7, 1, 7, 2, 1, 5, 4, 6, 4, 6, 1, 0, 1, 2, 4, 6, 3, 4]","[1, 4, 7, 1, 7, 2, 1, 5, 4, 6, 4, 6, 1, 0, 1, 2, 4, 6, 3, 4]","[0, 30, 60, 120, 150, 210, 255, 285, 315, 360, 390, 435, 465, 495, 555, 570, 585, 615, 645, 690]"
2024-01-21,9.444444444444445,8371,611,"[2, 4, 5, 1, 1, 5, 3, 6, 5, 7, 1, 5, 5, 2, 1, 6, 3, 1, 3, 6]","[2, 4, 5, 1, 5, 3, 6, 5, 7, 1, 5, 2, 1, 6, 3, 1, 3, 6]","[0, 30, 60, 90, 105, 135, 180, 225, 240, 300, 330, 375, 405, 435, 465, 510, 525, 585]"
2024-01-21,11.555555555555555,8365,575,"[2, 1, 6, 1, 4, 5, 6, 5, 1, 4, 6, 1, 6, 1, 1, 6, 3, 1, 6]","[2, 1, 6, 1, 4, 5, 6, 5, 1, 4, 6, 1, 6, 1, 6, 3, 1, 6]","[0, 30, 45, 90, 105, 180, 195, 240, 255, 285, 330, 360, 390, 420, 450, 480, 525, 540]"
2024-01-21,13.666666666666668,4606,287,"[2, 5, 1, 6, 5, 6, 5, 1, 2, 5]","[2, 5, 1, 6, 5, 6, 5, 1, 2, 5]","[0, 30, 45, 75, 105, 135, 165, 195, 210, 255]"
2024-01-21,15.777777777777779,3694,208,"[2, 1, 5, 5, 1, 1, 5, 6, 6, 1, 6]","[2, 1, 5, 1, 5, 6, 1, 6]","[0, 30, 45, 75, 90, 120, 150, 180]"
2024-01-21,17.88888888888889,3704,217,"[2, 5, 1, 4, 4, 4, 5, 1, 5, 5, 5, 1]","[2, 5, 1, 4, 5, 1, 5, 1]","[0, 30, 45, 75, 135, 165, 180, 195]"
2024-01-21,20.0,2793,181,"[4, 4, 6, 6, 1, 6, 1, 6, 6, 6, 6]","[4, 6, 1, 6, 1, 6]","[0, 30, 75, 90, 135, 150]"
