date,lambda,value,total_time,scheduled_plan,optimal_plan,time_schedule
2023-03-29,1.0,5651,726,"[4, 7, 4, 7, 1, 5, 6, 2, 4, 3, 4, 5]","[4, 7, 4, 7, 1, 5, 6, 2, 4, 3, 4, 5]","[0, 30, 90, 195, 255, 270, 360, 435, 495, 585, 690, 705]"
2023-03-29,3.111111111111111,5664,717,"[0, 7, 7, 2, 5, 1, 6, 6, 7, 2, 2, 7, 4, 7, 0, 3, 0, 2, 1]","[0, 7, 2, 5, 1, 6, 7, 2, 7, 4, 7, 3]","[0, 30, 90, 180, 255, 285, 345, 435, 510, 600, 645, 705]"
2023-03-29,5.222222222222222,6093,749,"[3, 5, 7, 6, 2, 1, 6, 4, 6, 4, 5, 4, 7, 3, 5]","[3, 5, 7, 6, 2, 1, 6, 4, 6, 4, 5, 4, 7]","[0, 30, 75, 165, 240, 330, 345, 420, 510, 585, 645, 690, 705]"
2023-03-29,7.333333333333334,6070,726,"[0, 6, 7, 7, 7, 6, 4, 6, 5, 7, 2, 6, 1, 3, 5, 4, 2, 7]","[0, 6, 7, 6, 4, 6, 5, 7, 2, 6, 1, 3, 5]","[0, 30, 60, 150, 210, 300, 375, 450, 525, 615, 660, 690, 705]"
2023-03-29,9.444444444444445,2797,353,"[3, 3, 6, 6, 6, 6, 5, 6, 6, 2, 7]","[3, 6, 5, 6, 2, 7]","[0, 30, 60, 150, 210, 285]"
2023-03-29,11.555555555555555,3746,480,"[0, 4, 6, 7, 7, 7, 5, 5, 1, 2, 2, 6]","[0, 4, 6, 7, 5, 1, 2, 6]","[0, 30, 105, 165, 255, 330, 345, 435]"
2023-03-29,13.666666666666668,5616,710,"[2, 6, 3, 6, 1, 5, 6, 7, 4, 6, 4, 3, 1, 0, 5, 0, 1]","[2, 6, 3, 6, 1, 5, 6, 7, 4, 6, 4, 3]","[0, 30, 60, 195, 255, 270, 360, 435, 510, 600, 645, 705]"
2023-03-29,15.777777777777779,4237,524,"[2, 2, 6, 7, 6, 2, 1, 2, 4, 2]","[2, 6, 7, 6, 2, 1, 2, 4, 2]","[0, 30, 60, 135, 195, 270, 300, 375, 465]"
2023-03-29,17.88888888888889,3296,406,"[4, 6, 7, 4, 5, 5, 1, 1, 4, 4]","[4, 6, 7, 4, 5, 1, 4]","[0, 30, 60, 150, 225, 300, 330]"
2023-03-29,20.0,3276,436,"[0, 5, 7, 4, 2, 1, 1, 1, 5, 5]","[0, 5, 7, 4, 2, 1, 5]","[0, 30, 90, 165, 255, 345, 360]"
