date,lambda,value,total_time,scheduled_plan,optimal_plan,time_schedule
2023-03-18,1.0,6061,754,"[2, 5, 5, 7, 2, 6, 5, 6, 2, 6, 6, 6, 5, 4, 3, 2, 3]","[2, 5, 7, 2, 6, 5, 6, 2, 6, 5, 4, 3, 2]","[0, 30, 45, 105, 210, 285, 345, 435, 540, 600, 645, 690, 705]"
2023-03-18,3.111111111111111,5594,719,"[2, 4, 5, 6, 2, 5, 2, 5, 6, 1, 1, 4, 0, 3, 6, 0, 1, 0, 7, 0]","[2, 4, 5, 6, 2, 5, 2, 5, 6, 1, 4, 3]","[0, 30, 75, 105, 165, 240, 300, 405, 435, 510, 660, 705]"
2023-03-18,5.222222222222222,5657,716,"[0, 4, 2, 4, 3, 3, 3, 4, 6, 5, 7, 2, 5, 4, 4, 2, 0, 7, 4]","[0, 4, 2, 4, 3, 4, 6, 5, 7, 2, 5, 4]","[0, 30, 90, 180, 270, 300, 390, 465, 510, 615, 690, 705]"
2023-03-18,7.333333333333334,4197,463,"[3, 3, 5, 5, 7, 6, 4, 3, 5, 7, 5]","[3, 5, 7, 6, 4, 3, 5, 7, 5]","[0, 30, 45, 105, 165, 270, 285, 330, 435]"
2023-03-18,9.444444444444445,6058,716,"[0, 5, 4, 5, 2, 7, 6, 5, 2, 2, 1, 3, 5, 3, 1, 0, 1, 4, 7, 4]","[0, 5, 4, 5, 2, 7, 6, 5, 2, 1, 3, 5, 3]","[0, 30, 45, 105, 165, 240, 330, 405, 435, 540, 675, 690, 705]"
2023-03-18,11.555555555555555,3285,467,"[1, 2, 2, 6, 6, 4, 1, 6, 6, 4]","[1, 2, 6, 4, 1, 6, 4]","[0, 30, 120, 180, 270, 315, 375]"
2023-03-18,13.666666666666668,3719,368,"[3, 5, 7, 6, 6, 4, 5, 3, 5, 5]","[3, 5, 7, 6, 4, 5, 3, 5]","[0, 30, 45, 105, 165, 270, 300, 330]"
2023-03-18,15.777777777777779,6130,717,"[4, 1, 7, 3, 1, 7, 5, 7, 4, 7, 7, 0, 3, 5, 4, 5, 1]","[4, 1, 7, 3, 1, 7, 5, 7, 4, 7, 3, 5, 4]","[0, 30, 180, 255, 270, 315, 405, 435, 540, 615, 675, 690, 705]"
2023-03-18,17.88888888888889,1883,232,"[7, 7, 7, 7, 7, 4, 5, 5, 5, 2]","[7, 4, 5, 2]","[0, 45, 105, 165]"
2023-03-18,20.0,1839,140,"[1, 1, 6, 6, 6, 6, 5, 6, 6, 6]","[1, 6, 5, 6]","[0, 30, 60, 90]"
