date,lambda,value,total_time,scheduled_plan,optimal_plan,time_schedule
2024-02-16,1.0,6568,717,"[4, 1, 6, 6, 1, 3, 4, 7, 1, 5, 2, 4, 1, 3, 1, 1, 2, 5, 4, 0]","[4, 1, 6, 1, 3, 4, 7, 1, 5, 2, 4, 3, 2, 5]","[0, 30, 45, 90, 105, 255, 405, 510, 525, 630, 660, 675, 690, 705]"
2024-02-16,3.111111111111111,6126,722,"[4, 6, 1, 0, 3, 1, 7, 6, 0, 4, 5, 4, 0, 4, 0, 4, 2, 3, 7]","[4, 6, 1, 0, 3, 1, 7, 6, 0, 4, 5, 4, 4]","[0, 30, 75, 90, 285, 435, 450, 570, 645, 660, 675, 690, 705]"
2024-02-16,5.222222222222222,5206,717,"[4, 2, 1, 3, 7, 6, 3, 2, 4, 3, 4, 3, 6, 4, 0, 7]","[4, 2, 1, 3, 7, 6, 3, 2, 4, 3, 4]","[0, 30, 150, 165, 300, 405, 495, 660, 675, 690, 705]"
2024-02-16,7.333333333333334,5592,717,"[5, 2, 1, 4, 5, 7, 1, 7, 3, 5, 0, 5, 2, 7]","[5, 2, 1, 4, 5, 7, 1, 7, 3, 5, 5, 2]","[0, 30, 150, 165, 315, 450, 555, 570, 660, 675, 690, 705]"
2024-02-16,9.444444444444445,4654,650,"[1, 5, 5, 6, 1, 2, 1, 4, 1, 1, 5, 0]","[1, 5, 6, 1, 2, 1, 4, 1, 5, 0]","[0, 30, 90, 165, 195, 330, 360, 510, 525, 630]"
2024-02-16,11.555555555555555,3770,557,"[7, 7, 4, 6, 1, 1, 7, 7, 1, 7, 7, 1]","[7, 4, 6, 1, 7, 1, 7, 1]","[0, 60, 210, 300, 315, 405, 435, 540]"
2024-02-16,13.666666666666668,5596,724,"[1, 1, 6, 7, 1, 1, 3, 1, 1, 2, 6, 7, 7, 1, 5, 6]","[1, 6, 7, 1, 3, 1, 2, 6, 7, 1, 5, 6]","[0, 30, 60, 150, 180, 315, 345, 495, 585, 660, 675, 690]"
2024-02-16,15.777777777777779,6479,721,"[6, 1, 5, 1, 6, 1, 5, 1, 6, 5, 0, 5, 4, 3, 6, 6, 4, 2, 6, 4]","[6, 1, 5, 1, 6, 1, 5, 1, 6, 5, 0, 5, 4, 3]","[0, 45, 60, 180, 195, 285, 300, 435, 450, 555, 660, 675, 690, 705]"
2024-02-16,17.88888888888889,3255,460,"[7, 7, 7, 5, 1, 1, 5, 1, 7, 7, 1]","[7, 5, 1, 5, 1, 7, 1]","[0, 60, 180, 195, 315, 345, 450]"
2024-02-16,20.0,5658,708,"[4, 6, 1, 0, 7, 7, 1, 1, 4, 5, 2, 0, 4, 3, 2, 4, 2]","[4, 6, 1, 0, 7, 1, 4, 5, 2, 0, 4, 3]","[0, 30, 75, 90, 285, 360, 375, 540, 645, 660, 675, 690]"
