date,lambda,value,total_time,scheduled_plan,optimal_plan,time_schedule
2024-03-03,1.0,7030,742,"[1, 5, 1, 2, 4, 4, 1, 1, 2, 7, 1, 6, 5, 7, 4, 1, 7, 2, 3, 1]","[1, 5, 1, 2, 4, 1, 2, 7, 1, 6, 5, 7, 4, 1, 7]","[0, 30, 45, 75, 165, 225, 240, 330, 420, 450, 495, 570, 645, 660, 690]"
2024-03-03,3.111111111111111,6944,708,"[5, 1, 5, 6, 1, 6, 5, 5, 1, 4, 3, 5, 1, 6, 1, 0, 0]","[5, 1, 5, 6, 1, 6, 5, 1, 4, 3, 5, 1, 6, 1, 0]","[0, 30, 45, 105, 150, 180, 240, 300, 330, 390, 465, 540, 555, 615, 630]"
2024-03-03,5.222222222222222,7494,739,"[2, 1, 7, 1, 4, 6, 3, 7, 1, 4, 1, 6, 1, 5, 2, 6, 4, 7, 0, 5]","[2, 1, 7, 1, 4, 6, 3, 7, 1, 4, 1, 6, 1, 5, 2, 6]","[0, 45, 60, 150, 180, 240, 300, 375, 465, 495, 555, 585, 630, 660, 690, 705]"
2024-03-03,7.333333333333334,6993,713,"[4, 6, 1, 2, 4, 6, 3, 1, 6, 1, 5, 1, 5, 6, 4, 5, 2, 2, 3]","[4, 6, 1, 2, 4, 6, 3, 1, 6, 1, 5, 1, 5, 6, 4]","[0, 30, 75, 90, 180, 240, 315, 390, 420, 480, 510, 570, 585, 645, 705]"
2024-03-03,9.444444444444445,7439,737,"[2, 1, 6, 4, 3, 3, 5, 1, 4, 5, 1, 5, 1, 4, 5, 1, 2, 5, 1]","[2, 1, 6, 4, 3, 5, 1, 4, 5, 1, 5, 1, 4, 5, 2, 5]","[0, 45, 60, 105, 195, 285, 345, 360, 435, 510, 525, 600, 615, 660, 690, 705]"
2024-03-03,11.555555555555555,2812,256,"[4, 6, 1, 4, 4, 6, 6, 6, 1, 1]","[4, 6, 1, 4, 6, 1]","[0, 30, 75, 90, 180, 240]"
2024-03-03,13.666666666666668,3267,303,"[4, 5, 5, 6, 3, 3, 1, 3, 3, 1]","[4, 5, 6, 3, 1, 3, 1]","[0, 30, 45, 90, 180, 195, 285]"
2024-03-03,15.777777777777779,3750,361,"[2, 2, 2, 5, 5, 1, 4, 1, 7, 1, 3]","[2, 5, 1, 4, 1, 7, 1, 3]","[0, 45, 90, 120, 195, 210, 270, 300]"
2024-03-03,17.88888888888889,2791,269,"[1, 5, 1, 1, 1, 1, 3, 1, 1, 3]","[1, 5, 1, 3, 1, 3]","[0, 30, 45, 75, 165, 195]"
2024-03-03,20.0,4222,489,"[6, 1, 7, 1, 7, 7, 5, 5, 7, 4, 1]","[6, 1, 7, 1, 7, 5, 7, 4, 1]","[0, 45, 60, 150, 180, 255, 315, 390, 480]"
