date,lambda,value,total_time,scheduled_plan,optimal_plan,time_schedule
2024-01-06,1.0,7078,691,"[4, 7, 6, 2, 4, 2, 6, 5, 4, 2, 6, 2, 4, 2, 4, 4]","[4, 7, 6, 2, 4, 2, 6, 5, 4, 2, 6, 2, 4, 2, 4]","[0, 30, 120, 150, 195, 255, 300, 330, 390, 465, 510, 555, 600, 630, 660]"
2024-01-06,3.111111111111111,7494,721,"[5, 2, 6, 6, 4, 6, 4, 6, 2, 6, 6, 4, 5, 6, 4, 7, 6, 4]","[5, 2, 6, 4, 6, 4, 6, 2, 6, 4, 5, 6, 4, 7, 6, 4]","[0, 30, 105, 150, 195, 240, 300, 330, 390, 420, 495, 540, 585, 615, 675, 705]"
2024-01-06,5.222222222222222,7498,735,"[3, 7, 2, 4, 2, 2, 2, 5, 6, 2, 6, 4, 6, 4, 5, 6, 4, 0, 6]","[3, 7, 2, 4, 2, 5, 6, 2, 6, 4, 6, 4, 5, 6, 4, 6]","[0, 30, 105, 165, 225, 285, 330, 375, 435, 465, 525, 570, 615, 645, 690, 705]"
2024-01-06,7.333333333333334,7066,730,"[4, 6, 3, 6, 4, 6, 0, 2, 3, 2, 2, 3, 6, 3, 4, 3, 0, 2, 2, 7]","[4, 6, 3, 6, 4, 6, 0, 2, 3, 2, 3, 6, 3, 4, 3]","[0, 30, 75, 90, 135, 180, 225, 330, 375, 465, 510, 585, 630, 660, 690]"
2024-01-06,9.444444444444445,2340,208,"[3, 3, 3, 3, 6, 2, 2, 6, 2, 2]","[3, 6, 2, 6, 2]","[0, 30, 60, 135, 180]"
2024-01-06,11.555555555555555,2335,215,"[6, 3, 3, 6, 4, 4, 6, 6, 6, 6]","[6, 3, 6, 4, 6]","[0, 45, 60, 105, 180]"
2024-01-06,13.666666666666668,2812,221,"[3, 3, 6, 6, 6, 3, 3, 2, 6, 2]","[3, 6, 3, 2, 6, 2]","[0, 30, 60, 75, 150, 180]"
2024-01-06,15.777777777777779,2784,273,"[5, 5, 5, 2, 2, 2, 6, 2, 5, 2]","[5, 2, 6, 2, 5, 2]","[0, 30, 105, 150, 195, 240]"
2024-01-06,17.88888888888889,2357,245,"[3, 6, 6, 3, 3, 3, 3, 3, 4, 3, 3]","[3, 6, 3, 4, 3]","[0, 30, 60, 75, 165]"
2024-01-06,20.0,2347,189,"[4, 3, 3, 6, 6, 6, 6, 6, 6, 2, 6, 6]","[4, 3, 6, 2, 6]","[0, 30, 60, 90, 165]"
