時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,70,35,5,5,5,5,0,5
15,160,90,15,50,5,5,0,20
30,150,130,55,100,20,10,0,15
45,150,150,70,115,100,40,0,20
60,160,155,85,130,90,75,5,35
75,160,155,100,130,100,80,15,55
90,210,150,105,125,110,80,15,50
105,190,140,100,135,125,80,15,60
120,180,145,95,130,130,80,15,40
135,160,135,95,140,135,80,15,20
150,160,110,85,140,130,75,25,25
165,140,115,90,130,130,70,30,45
180,145,120,80,120,115,70,25,35
195,145,120,85,110,105,70,30,30
210,145,110,85,115,105,80,20,45
225,135,105,75,125,105,80,35,30
240,135,100,0,120,110,80,45,35
255,145,105,85,120,110,80,45,35
270,160,105,75,120,110,70,30,35
285,175,105,70,120,110,75,30,35
300,170,115,70,120,110,75,40,45
315,160,125,75,120,110,70,40,50
330,160,120,70,130,110,60,25,35
345,150,115,70,130,115,70,25,40
360,130,115,65,120,125,70,25,60
375,130,120,70,120,130,70,40,60
390,140,110,65,125,125,70,25,45
405,150,105,60,125,125,75,35,30
420,150,100,60,130,110,80,40,45
435,150,105,55,130,110,80,30,35
450,150,105,50,130,100,75,30,45
465,150,125,60,130,90,70,30,50
480,130,130,65,120,100,60,15,40
495,130,130,55,120,100,60,30,45
510,120,130,65,100,100,65,30,45
525,115,130,70,100,100,60,30,35
540,115,120,65,100,90,60,25,25
555,125,110,55,110,85,55,15,15
570,120,100,55,115,75,45,15,15
585,110,90,55,100,65,50,15,15
600,105,80,55,90,55,45,15,20
615,105,60,30,70,50,40,15,20
630,105,55,30,60,55,30,15,20
645,90,55,40,55,60,25,15,20
660,0,70,50,60,55,45,15,20
675,0,60,40,55,0,50,15,15
690,0,0,30,45,0,0,0,20
705,0,0,20,0,0,0,0,20
