時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,65,5,5,20,5,5,0,15
15,100,80,20,40,5,5,0,20
30,120,100,35,55,30,10,0,15
45,120,100,85,70,60,45,0,20
60,115,110,90,85,90,55,0,35
75,125,105,90,100,90,60,0,45
90,130,105,90,100,80,60,0,45
105,110,110,80,100,70,60,0,35
120,110,110,80,95,75,60,0,40
135,105,110,80,0,80,60,0,35
150,120,110,75,0,80,70,0,45
165,110,100,85,0,80,70,0,45
180,110,100,85,0,80,75,0,45
195,120,110,95,0,95,75,0,45
210,120,100,100,0,95,75,0,60
225,120,100,100,0,95,80,0,45
240,130,110,100,40,100,85,0,60
255,120,110,110,90,95,65,0,35
270,100,110,90,110,90,65,0,50
285,100,110,90,100,85,65,0,45
300,120,105,85,100,85,65,0,50
315,120,100,85,90,90,75,0,50
330,130,100,85,100,100,75,0,60
345,130,100,80,110,110,75,0,60
360,130,100,85,100,100,75,0,50
375,120,120,90,85,100,65,0,50
390,120,120,85,85,100,70,0,50
405,120,120,80,85,100,75,0,50
420,130,115,85,90,90,75,0,60
435,140,115,95,95,85,75,0,50
450,140,115,95,100,85,75,0,60
465,130,105,85,110,75,75,0,65
480,130,105,85,110,75,70,0,75
495,130,105,95,110,90,70,0,45
510,130,105,100,100,100,70,0,50
525,130,100,95,110,110,70,0,45
540,125,95,95,110,95,70,0,50
555,115,95,90,95,80,60,0,50
570,115,95,90,95,65,50,0,55
585,115,95,85,70,50,50,0,35
600,110,85,80,65,45,45,0,30
615,100,80,70,65,35,40,0,20
630,90,75,60,65,25,25,0,15
645,0,65,70,65,40,15,0,15
660,0,70,0,65,50,50,0,30
675,0,0,0,0,0,0,0,45
690,0,0,0,0,0,0,0,20
705,0,0,0,0,0,0,0,15
