時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,120,60,5,20,5,5,0,5
15,70,100,20,45,5,5,0,15
30,110,100,50,55,25,15,0,30
45,140,100,50,70,60,45,0,30
60,140,100,95,75,75,55,0,35
75,120,120,100,85,80,60,0,50
90,125,120,95,85,80,65,0,35
105,125,115,100,95,80,65,0,35
120,120,115,100,95,85,60,0,45
135,125,115,95,100,85,55,0,30
150,125,115,95,100,85,55,0,30
165,105,90,95,140,85,55,0,35
180,105,90,95,120,80,55,0,30
195,110,90,100,120,75,65,0,45
210,110,120,100,105,75,65,0,45
225,140,130,80,105,80,70,0,50
240,0,0,0,0,0,0,0,0
255,130,110,75,90,95,65,0,35
270,115,100,75,90,90,65,0,45
285,115,100,80,110,85,70,0,35
300,120,90,95,95,85,70,0,50
315,110,90,105,95,85,70,0,45
330,110,100,105,100,80,75,0,45
345,110,110,100,100,80,75,0,45
360,105,110,100,100,80,75,0,45
375,110,110,100,95,75,75,0,50
390,130,120,100,95,70,75,0,50
405,140,120,90,95,70,70,0,50
420,0,0,0,0,0,0,0,0
435,140,120,80,90,75,75,0,50
450,145,110,75,80,75,70,0,55
465,130,105,80,90,75,70,0,45
480,130,110,100,90,75,70,0,45
495,120,105,100,90,70,70,0,45
510,120,110,110,90,65,65,0,45
525,135,110,110,95,65,60,0,35
540,135,100,110,95,65,65,0,35
555,120,85,90,80,65,65,0,40
570,120,100,90,80,65,60,0,45
585,115,100,75,70,50,50,0,30
600,105,80,60,60,50,45,0,30
615,95,75,70,50,40,35,0,15
630,95,55,65,55,20,30,0,15
645,0,55,65,55,25,35,0,15
660,0,0,0,60,45,45,0,30
675,0,0,0,0,0,0,0,20
690,0,0,0,0,0,0,0,20
705,0,0,0,0,0,0,0,15
