時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,65,30,5,20,5,5,0,5
15,130,70,20,45,5,5,0,20
30,150,90,50,60,15,5,0,15
45,140,100,80,90,25,5,0,15
60,120,95,80,100,70,20,5,15
75,120,95,80,90,85,45,15,35
90,130,90,80,80,100,60,15,35
105,140,90,85,80,110,50,30,40
120,150,90,85,80,95,50,30,30
135,160,80,80,90,90,50,30,35
150,150,90,75,100,90,65,15,35
165,150,100,70,100,95,70,15,30
180,150,100,70,95,100,55,15,30
195,140,100,85,95,90,50,30,45
210,140,110,80,105,90,55,30,30
225,140,120,80,120,95,55,30,45
240,140,120,85,115,105,60,30,45
255,150,115,90,115,115,70,30,50
270,145,125,105,100,115,65,30,35
285,140,125,95,105,115,60,30,30
300,135,125,95,105,115,65,30,45
315,135,110,95,105,100,60,35,30
330,135,100,100,105,95,50,35,30
345,120,95,100,110,105,50,40,45
360,130,105,90,115,115,60,35,50
375,140,130,90,90,125,65,35,35
390,160,120,90,90,115,65,30,35
405,170,120,90,90,110,65,40,20
420,160,120,90,100,105,70,30,30
435,150,120,85,100,105,70,35,30
450,145,120,90,100,110,65,40,40
465,130,110,100,110,110,55,25,45
480,120,105,115,110,105,55,40,30
495,120,100,110,105,105,40,30,30
510,140,100,100,90,110,50,25,30
525,150,100,90,85,100,40,30,35
540,150,95,95,80,90,30,30,35
555,150,90,90,80,90,25,30,20
570,130,80,90,85,65,25,30,20
585,110,70,95,85,50,20,30,15
600,100,60,80,80,55,20,30,20
615,100,60,65,75,60,20,30,15
630,100,55,60,65,50,5,30,20
645,80,50,60,60,50,5,30,15
660,0,50,60,60,35,10,30,20
675,0,45,0,45,35,10,15,20
690,0,45,0,40,0,10,15,20
705,0,0,0,0,0,5,0,20
