時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,195,130,30,60,5,5,0,5
15,195,160,55,95,15,15,0,15
30,150,140,70,105,90,50,0,20
45,180,145,80,115,100,90,0,45
60,190,190,90,115,105,80,15,55
75,190,190,100,115,110,75,15,75
90,195,170,85,110,125,85,15,75
105,185,170,75,100,125,80,25,60
120,165,185,70,95,120,75,20,45
135,150,175,60,95,100,70,20,45
150,135,155,55,95,85,70,25,45
165,130,145,55,95,85,65,25,45
180,130,130,60,90,90,70,15,35
195,140,105,55,80,90,60,35,35
210,135,105,55,85,90,60,35,30
225,135,110,55,85,90,60,35,35
240,125,120,50,80,90,60,30,35
255,130,120,55,85,90,60,30,45
270,140,110,50,90,95,60,30,35
285,140,110,45,85,120,65,30,45
300,135,105,40,90,120,65,25,30
315,155,115,40,95,120,65,30,45
330,160,110,45,100,110,65,30,30
345,165,115,55,105,110,65,35,45
360,165,0,55,100,100,75,45,50
375,155,0,45,100,100,75,30,40
390,140,120,50,100,105,75,35,35
405,140,160,50,100,110,65,35,50
420,150,150,50,95,110,55,35,50
435,150,140,45,95,100,65,30,45
450,145,135,45,95,110,70,45,45
465,130,135,45,100,90,70,35,45
480,125,120,45,110,85,70,35,30
495,135,120,50,115,85,70,25,50
510,135,110,35,80,100,70,35,45
525,145,105,40,85,100,70,35,35
540,150,100,40,90,95,50,15,20
555,145,100,50,90,80,50,15,20
570,150,100,40,75,70,45,15,20
585,155,100,35,65,60,40,15,20
600,140,100,25,65,60,40,15,15
615,110,100,25,45,45,35,15,15
630,90,100,30,25,35,30,15,15
645,80,80,30,40,60,15,15,15
660,0,70,35,60,55,50,15,15
675,0,65,40,50,0,50,15,15
690,0,0,30,45,0,40,0,15
705,0,0,20,0,0,0,0,15
