時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,110,50,10,25,5,5,0,20
15,135,55,30,45,10,5,0,15
30,115,90,55,50,25,5,0,15
45,110,100,65,65,50,5,0,15
60,110,100,65,85,65,20,5,20
75,160,125,70,80,70,35,15,30
90,160,140,90,85,75,45,15,45
105,160,150,95,105,90,45,15,35
120,160,165,120,120,100,30,15,50
135,200,165,120,115,120,40,25,50
150,190,165,120,115,125,50,25,50
165,190,165,150,150,120,50,30,50
180,190,165,180,165,110,35,45,60
195,190,170,180,165,115,40,50,45
210,170,170,180,160,125,50,50,50
225,170,170,100,160,130,50,40,45
240,170,170,90,165,130,65,50,45
255,170,170,80,145,130,70,40,45
270,160,160,110,145,140,80,45,50
285,150,140,120,170,150,80,45,60
300,150,140,130,210,140,90,45,75
315,160,125,160,200,135,80,60,75
330,160,125,150,180,135,70,60,45
345,170,150,175,140,140,60,60,45
360,170,150,160,110,135,70,60,65
375,170,155,145,100,140,70,45,60
390,190,150,120,115,140,75,35,60
405,180,145,105,120,145,80,45,60
420,180,155,110,130,140,85,40,60
435,175,150,110,125,140,90,45,45
450,170,150,140,135,145,85,45,50
465,170,150,160,140,140,75,45,55
480,170,150,170,160,135,60,40,60
495,160,140,140,140,115,60,40,50
510,160,130,140,0,110,70,40,60
525,160,120,150,0,120,85,40,45
540,160,120,165,0,90,85,30,30
555,140,110,165,0,110,90,25,35
570,125,100,140,0,130,70,25,20
585,120,95,130,0,130,70,25,20
600,110,85,120,0,120,60,15,20
615,105,80,90,0,105,55,15,15
630,95,70,80,0,0,55,15,15
645,0,65,80,0,0,35,15,15
660,0,0,0,0,0,40,15,15
675,0,0,0,20,0,0,15,15
690,0,0,0,15,0,0,0,15
705,0,0,0,20,0,0,0,15
