時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,130,160,60,50,5,5,0,15
15,150,170,75,85,15,5,0,15
30,170,170,75,85,55,20,0,20
45,175,180,80,85,90,50,0,35
60,180,190,90,90,110,70,0,50
75,180,150,100,95,105,75,0,65
90,185,100,115,110,100,65,0,75
105,185,90,115,115,95,60,0,90
120,170,115,105,115,95,60,0,65
135,160,140,105,120,95,65,0,60
150,160,135,90,105,85,75,0,60
165,150,135,90,100,90,75,0,50
180,150,120,90,90,95,70,0,30
195,150,120,90,90,100,65,0,50
210,145,115,90,90,105,60,0,50
225,155,110,85,100,105,60,0,50
240,150,115,75,90,105,65,0,55
255,150,105,75,90,105,65,0,50
270,160,105,75,90,115,60,0,45
285,155,115,105,95,120,60,0,45
300,155,115,90,95,120,65,0,65
315,165,110,90,85,120,70,0,45
330,160,110,85,80,115,65,0,50
345,160,110,85,95,115,65,0,45
360,160,115,85,100,100,65,0,50
375,160,115,85,110,90,65,0,50
390,170,115,85,100,80,65,0,45
405,170,135,100,105,85,60,0,60
420,170,120,105,100,100,65,0,65
435,170,120,95,105,100,65,0,80
450,150,125,105,105,100,65,0,75
465,150,125,110,100,110,65,0,60
480,150,125,105,100,115,65,0,60
495,150,125,100,100,115,65,0,60
510,155,125,110,100,110,60,0,65
525,160,115,100,90,105,55,0,75
540,150,115,90,85,95,55,0,65
555,130,110,85,80,90,50,0,50
570,125,105,85,75,75,40,0,50
585,115,90,80,65,75,40,0,50
600,120,90,80,50,70,40,0,35
615,115,75,70,50,50,35,0,20
630,0,65,70,50,45,25,0,20
645,0,60,70,50,30,10,0,15
660,0,0,0,60,0,50,0,35
675,0,0,0,55,0,55,0,30
690,0,0,0,0,0,0,0,30
705,0,0,0,0,0,0,0,20
