時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,170,145,70,0,10,20,0,5
15,200,145,100,0,30,30,0,15
30,200,130,110,0,100,50,0,20
45,200,120,110,0,120,85,0,45
60,190,160,130,0,120,100,5,65
75,180,175,135,0,120,100,15,60
90,185,180,135,0,120,100,15,50
105,195,190,145,0,130,90,25,50
120,175,190,150,0,140,90,25,40
135,155,180,145,0,120,90,30,30
150,135,160,145,0,120,90,30,40
165,160,130,135,0,120,90,30,55
180,170,130,140,0,110,90,30,35
195,165,120,150,0,120,90,35,40
210,150,115,160,0,130,90,35,35
225,150,110,170,0,125,80,35,45
240,160,110,170,0,120,80,35,50
255,160,130,170,0,115,90,15,50
270,160,130,160,0,120,80,30,35
285,140,150,140,0,120,80,30,35
300,150,150,140,0,130,80,45,45
315,160,160,120,0,125,90,45,55
330,160,160,100,0,125,100,30,55
345,160,155,100,0,130,130,35,55
360,160,140,110,0,140,110,45,45
375,170,135,130,0,140,100,40,45
390,165,125,130,0,125,90,25,35
405,150,125,130,0,125,90,40,35
420,150,120,125,0,125,90,45,45
435,150,130,135,0,125,90,30,35
450,150,140,135,0,125,80,35,50
465,160,130,140,0,125,80,15,50
480,160,130,135,0,125,90,30,50
495,160,130,135,0,125,90,30,45
510,160,125,135,0,120,80,35,45
525,140,120,135,0,120,80,40,30
540,135,110,140,0,100,80,20,30
555,135,100,130,0,95,90,20,25
570,130,95,115,0,90,90,15,20
585,120,85,110,0,85,80,15,20
600,110,85,95,0,75,65,15,20
615,100,90,90,0,70,55,15,20
630,90,80,80,0,65,35,15,15
645,80,80,75,0,70,35,15,15
660,0,70,0,0,60,55,15,15
675,0,0,0,0,0,55,15,20
690,0,0,0,0,0,0,0,20
705,0,0,0,0,0,0,0,15
