時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,140,140,30,50,5,10,0,15
15,145,140,45,70,10,15,0,15
30,145,140,65,80,50,35,0,15
45,180,150,70,90,100,60,0,40
60,190,160,70,105,100,60,0,40
75,180,155,80,110,95,60,0,60
90,180,160,80,110,95,60,0,60
105,180,130,70,110,95,60,0,60
120,180,130,75,100,95,60,0,45
135,170,130,80,100,100,60,0,50
150,170,130,80,100,100,50,0,45
165,160,120,75,95,110,55,0,45
180,160,120,65,95,115,55,0,45
195,160,120,55,105,105,65,0,50
210,165,120,60,100,100,65,0,55
225,170,120,65,95,100,70,0,50
240,170,130,65,95,100,70,0,50
255,160,110,65,95,125,70,0,50
270,160,110,65,90,125,70,0,60
285,160,110,65,100,125,75,0,60
300,155,110,55,100,125,75,0,60
315,155,100,55,100,120,75,0,65
330,155,105,55,105,120,80,0,50
345,0,0,0,0,0,0,0,0
360,160,125,55,100,115,70,0,65
375,160,125,50,95,110,65,0,60
390,160,125,55,95,105,65,0,60
405,160,120,55,95,100,65,0,60
420,165,125,60,105,95,75,0,65
435,165,135,55,105,100,75,0,70
450,160,140,55,110,100,75,0,60
465,155,140,50,100,100,75,0,65
480,155,140,50,100,110,75,0,60
495,150,140,55,110,110,75,0,65
510,150,130,50,110,100,70,0,65
525,140,120,55,105,90,60,0,65
540,140,120,55,100,85,55,0,50
555,135,105,60,95,75,55,0,35
570,125,105,50,80,65,50,0,40
585,115,95,45,75,50,40,0,50
600,115,85,40,70,50,30,0,45
615,0,80,30,70,50,30,0,30
630,0,70,20,45,50,25,0,15
645,0,70,25,55,70,25,0,20
660,0,0,40,0,0,45,0,35
675,0,0,0,0,0,0,0,35
690,0,0,0,0,0,0,0,35
705,0,0,0,0,0,0,0,20
