時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,35,20,30,5,5,0,5
15,0,100,25,65,5,5,0,20
30,0,160,55,90,45,5,0,15
45,0,160,150,120,75,60,0,25
60,0,130,160,130,85,70,15,45
75,40,135,160,140,125,90,15,45
90,170,150,140,140,145,80,15,50
105,190,160,135,135,140,80,15,50
120,160,185,135,130,150,90,15,50
135,145,170,135,130,150,85,15,35
150,135,150,120,130,150,85,0,35
165,145,130,115,135,150,85,0,30
180,165,130,125,140,140,85,0,30
195,175,125,125,140,130,90,30,30
210,170,125,130,145,130,90,40,30
225,170,130,135,135,120,90,35,35
240,175,130,135,125,120,85,35,45
255,175,155,135,115,120,80,40,45
270,200,155,135,115,120,75,35,30
285,200,165,135,115,130,80,35,30
300,190,165,160,115,120,90,35,35
315,190,165,150,130,130,90,35,35
330,210,165,135,135,130,80,35,35
345,200,140,135,140,130,80,35,50
360,200,140,130,135,130,90,40,35
375,200,145,135,135,140,90,40,35
390,190,140,135,125,140,90,40,45
405,180,130,130,125,145,120,40,30
420,175,110,130,125,140,120,40,45
435,170,105,140,120,145,120,30,45
450,170,125,140,130,145,110,30,45
465,140,140,125,130,135,100,35,35
480,150,145,125,120,130,70,30,35
495,160,145,120,120,130,65,30,35
510,160,145,135,100,130,70,30,35
525,140,145,135,100,120,70,30,45
540,135,150,145,105,110,80,25,30
555,135,110,150,90,100,85,25,15
570,135,100,150,90,100,65,25,15
585,130,100,150,90,100,45,25,15
600,125,110,0,90,100,40,25,15
615,0,110,0,80,70,40,25,15
630,0,85,0,75,65,40,25,20
645,0,60,0,65,65,40,25,15
660,0,75,0,65,60,70,15,20
675,0,75,0,0,0,60,15,20
690,0,50,0,0,0,0,0,20
705,0,0,0,0,0,0,0,20
