時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,50,55,20,30,5,5,0,5
15,110,70,45,70,15,5,0,20
30,100,75,55,65,60,40,0,15
45,90,75,60,65,70,60,0,15
60,110,75,65,80,80,55,5,20
75,110,75,65,85,70,50,5,30
90,105,75,65,80,65,45,5,20
105,80,65,70,85,60,45,5,20
120,70,60,65,80,60,55,15,20
135,75,65,65,75,55,55,15,15
150,80,60,60,75,55,35,15,15
165,80,60,60,80,50,45,15,15
180,85,50,60,75,65,45,15,15
195,85,50,55,65,70,45,15,15
210,75,65,50,65,75,45,15,15
225,75,65,50,70,75,45,15,15
240,70,60,45,65,65,45,15,15
255,70,60,55,60,60,50,15,20
270,70,60,60,70,60,50,15,20
285,100,55,55,70,60,50,15,20
300,105,60,55,80,65,50,15,20
315,90,60,50,80,65,45,15,20
330,80,80,50,80,65,50,15,20
345,85,75,45,80,70,50,15,25
360,85,75,55,80,70,50,15,25
375,80,75,60,80,70,55,25,15
390,90,75,65,80,70,50,25,15
405,85,70,65,70,70,50,25,20
420,90,70,55,70,65,45,15,20
435,90,70,55,70,60,50,15,20
450,95,70,55,75,55,50,15,20
465,90,80,55,80,50,50,15,20
480,90,85,55,85,60,50,15,20
495,105,80,60,80,60,50,15,30
510,95,70,65,75,60,50,15,20
525,90,70,55,75,60,50,15,15
540,90,70,60,65,60,50,15,15
555,95,70,55,60,60,50,15,15
570,105,60,55,55,60,50,15,15
585,100,60,55,55,50,50,15,15
600,85,55,55,65,40,45,15,20
615,70,55,45,55,35,40,15,20
630,75,45,50,55,45,35,15,15
645,60,45,50,45,30,20,15,20
660,0,40,40,35,10,15,15,15
675,0,45,40,0,25,20,15,20
690,0,0,0,0,0,0,0,15
705,0,0,0,0,0,0,0,15
