時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,90,40,30,80,10,5,0,20
15,120,80,60,110,25,10,0,15
30,130,130,80,105,80,60,0,15
45,125,120,100,105,85,75,0,30
60,135,115,110,130,90,75,15,50
75,125,100,105,130,110,75,15,45
90,115,85,115,125,110,80,15,45
105,110,85,115,110,110,80,20,50
120,110,85,90,105,110,75,20,30
135,90,90,80,100,105,55,15,35
150,95,70,80,80,90,50,15,20
165,95,70,90,90,80,60,15,35
180,95,75,95,90,75,60,15,45
195,95,75,75,105,80,60,15,30
210,95,95,75,110,80,60,15,15
225,110,95,75,110,85,60,15,15
240,110,90,75,105,80,60,15,15
255,105,75,85,105,80,65,25,30
270,110,75,85,105,80,65,25,35
285,105,75,85,110,80,70,25,20
300,110,80,80,110,80,65,30,20
315,110,95,80,110,75,70,30,15
330,115,95,80,105,80,65,20,20
345,115,90,80,105,85,70,15,35
360,110,95,75,110,100,80,20,35
375,110,90,85,115,100,80,25,30
390,115,75,85,115,100,80,25,30
405,115,75,80,110,100,80,30,30
420,125,80,90,110,105,80,30,25
435,125,90,90,105,100,75,15,20
450,125,85,90,95,95,70,15,35
465,125,85,90,80,75,65,15,35
480,130,80,90,95,80,65,15,35
495,135,70,80,100,90,65,15,35
510,130,70,80,90,105,65,20,30
525,130,85,80,90,110,70,15,30
540,135,80,100,105,100,70,15,25
555,110,80,100,105,90,60,15,25
570,100,70,90,85,80,55,15,15
585,100,65,90,70,70,50,15,15
600,100,70,90,70,50,45,15,15
615,95,55,80,70,60,45,15,15
630,90,55,70,70,60,50,15,15
645,0,55,75,75,70,35,15,15
660,0,0,0,0,65,10,15,15
675,0,0,0,0,0,50,15,15
690,0,0,0,0,0,0,0,20
705,0,0,0,0,0,0,0,20
