時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,70,50,5,35,5,5,0,5
15,110,75,35,65,10,5,0,15
30,100,80,50,55,45,35,0,15
45,95,70,65,65,70,55,0,15
60,95,60,50,70,70,60,15,20
75,90,60,50,70,70,50,15,20
90,70,55,50,65,55,40,15,20
105,70,50,40,75,45,45,15,20
120,70,45,40,65,45,50,15,15
135,65,50,40,65,40,65,15,15
150,65,45,40,55,40,60,15,10
165,55,45,40,50,40,65,15,10
180,50,40,30,55,45,40,15,15
195,50,40,40,50,45,30,15,15
210,60,30,40,55,40,40,15,15
225,60,35,40,55,40,45,15,15
240,60,45,40,55,35,40,15,15
255,60,55,30,55,40,30,15,15
270,55,50,40,50,45,35,15,15
285,55,50,40,45,45,45,15,15
300,70,55,40,55,50,45,15,15
315,70,45,40,55,50,40,15,15
330,70,50,40,55,55,45,15,15
345,60,60,45,60,50,50,15,15
360,55,60,40,60,50,55,15,15
375,55,60,40,60,55,45,15,20
390,70,50,40,55,55,45,15,20
405,80,45,40,50,55,50,15,15
420,80,40,35,50,40,45,15,15
435,70,50,35,55,40,45,15,20
450,65,60,30,50,40,50,15,20
465,60,65,35,50,45,45,15,15
480,65,55,45,50,40,45,15,15
495,60,50,45,45,40,45,15,15
510,65,40,45,0,40,45,15,20
525,70,40,50,0,50,50,15,15
540,60,50,50,0,50,45,15,15
555,60,50,45,0,45,50,15,15
570,60,50,35,0,0,50,15,15
585,70,45,45,0,0,60,15,15
600,75,45,50,20,0,75,15,15
615,65,40,45,50,0,60,15,15
630,55,40,45,50,0,50,15,15
645,50,35,40,45,0,40,15,15
660,45,35,35,40,0,30,15,15
675,45,35,30,40,0,20,15,15
690,40,25,35,0,15,20,0,15
705,0,0,0,0,0,10,0,15
