時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,65,25,5,20,5,5,0,5
15,85,60,25,80,5,5,0,15
30,90,70,45,65,60,15,0,15
45,80,80,45,60,70,60,0,15
60,90,75,50,70,75,60,5,15
75,85,75,45,70,65,60,15,15
90,75,65,40,70,60,60,15,20
105,75,55,40,65,55,50,15,15
120,65,55,45,70,50,45,15,20
135,65,50,35,65,45,45,15,20
150,70,55,55,55,40,40,15,20
165,70,60,50,60,40,35,15,15
180,70,70,40,65,50,50,15,15
195,65,60,40,60,55,55,15,15
210,70,45,40,60,60,55,15,15
225,70,55,35,65,70,55,15,15
240,65,55,40,60,75,60,15,20
255,70,50,40,60,75,55,15,15
270,75,40,40,60,55,60,15,15
285,80,40,40,60,55,55,15,15
300,85,65,35,65,55,50,15,15
315,85,55,45,70,50,50,15,20
330,80,60,50,75,55,55,15,20
345,75,65,50,80,70,55,15,20
360,75,65,55,75,55,60,15,20
375,60,65,55,70,50,65,15,20
390,60,55,45,65,50,55,15,20
405,75,60,40,65,50,60,15,10
420,80,60,40,80,55,45,15,15
435,85,45,40,75,55,45,15,10
450,80,60,40,60,55,55,15,15
465,80,60,40,60,55,65,15,15
480,80,55,35,65,50,50,15,15
495,85,50,45,65,45,45,15,15
510,80,55,55,60,45,45,15,15
525,75,55,45,60,50,50,15,15
540,75,55,45,60,50,45,15,15
555,80,55,40,65,50,40,15,15
570,85,55,40,65,45,45,15,15
585,85,45,40,65,45,45,15,20
600,85,45,45,60,35,50,15,15
615,80,45,45,55,35,45,15,15
630,60,40,40,50,35,35,15,15
645,55,40,40,45,30,35,15,20
660,55,30,25,40,20,30,15,15
675,50,30,35,35,20,15,15,15
690,50,25,35,35,15,10,0,20
705,0,0,0,0,0,0,0,25
