時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,90,95,40,55,5,5,0,15
15,135,100,60,70,10,10,0,20
30,145,100,75,90,40,40,0,15
45,140,110,90,90,70,65,0,15
60,120,120,85,100,75,70,5,30
75,110,110,85,110,85,70,15,35
90,90,110,85,110,70,55,20,45
105,100,110,85,120,75,55,35,50
120,100,110,85,110,70,60,30,35
135,100,90,95,95,55,55,35,30
150,105,85,95,85,55,55,35,45
165,105,95,110,85,55,50,30,45
180,105,95,85,95,65,55,20,45
195,105,95,85,100,60,55,40,50
210,115,85,75,100,60,55,30,35
225,115,75,70,95,75,55,30,35
240,110,100,70,90,70,55,30,35
255,90,110,90,95,65,50,30,35
270,95,105,90,105,65,55,40,50
285,110,95,95,100,75,60,40,50
300,125,95,100,100,80,65,50,50
315,125,95,100,100,80,65,45,60
330,100,95,80,90,70,65,30,60
345,100,95,85,90,70,65,35,60
360,105,95,85,95,70,65,35,50
375,110,95,85,95,70,65,40,40
390,100,85,95,80,70,60,40,35
405,100,80,85,80,70,65,45,45
420,100,80,85,85,65,65,35,50
435,110,105,85,95,55,65,35,50
450,120,100,90,110,60,65,40,45
465,120,100,90,100,60,65,40,45
480,120,110,90,95,60,60,25,45
495,120,110,95,95,65,60,30,40
510,115,110,95,95,70,60,35,35
525,130,100,95,90,70,60,40,35
540,130,95,80,90,65,60,35,35
555,115,85,80,90,60,55,20,35
570,105,80,80,80,60,55,25,35
585,105,85,80,80,50,50,25,20
600,100,80,70,60,40,40,15,20
615,95,70,70,55,35,35,20,15
630,85,60,65,55,35,30,20,15
645,80,45,60,55,25,25,25,15
660,0,45,0,55,20,25,20,15
675,0,0,0,0,30,25,20,30
690,0,0,0,0,0,0,20,20
705,0,0,0,0,0,0,0,25
