時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,50,70,5,35,5,5,0,15
15,80,80,55,60,5,5,0,20
30,100,80,45,65,45,15,0,15
45,100,80,60,60,50,50,0,15
60,120,80,75,65,50,60,5,20
75,130,80,75,65,50,50,20,35
90,100,90,70,70,55,45,20,30
105,90,80,60,70,60,45,20,30
120,70,75,60,65,60,45,15,45
135,85,75,60,65,60,55,30,30
150,95,70,65,65,60,50,30,30
165,100,75,50,60,55,50,30,30
180,90,75,60,65,40,50,15,30
195,90,65,60,70,45,45,20,30
210,80,60,60,70,50,40,30,35
225,80,45,60,60,55,45,20,35
240,75,55,60,55,55,50,30,35
255,75,65,50,65,55,50,20,35
270,90,65,50,70,55,45,20,35
285,90,75,55,75,50,50,20,40
300,85,80,55,75,45,55,25,30
315,90,80,60,75,50,50,30,30
330,90,70,55,70,50,50,30,30
345,90,65,55,70,50,50,30,35
360,80,70,55,55,50,50,20,30
375,85,75,55,60,45,50,25,35
390,95,75,65,65,50,50,25,50
405,90,70,60,70,50,50,25,35
420,90,75,60,70,50,50,25,35
435,90,85,55,70,45,50,30,30
450,85,85,60,60,45,45,20,30
465,90,80,60,60,45,55,25,30
480,90,70,55,60,50,55,25,45
495,100,70,60,60,55,55,15,50
510,115,70,70,65,50,60,15,30
525,110,65,70,70,50,55,25,20
540,100,65,65,60,50,55,25,35
555,95,60,70,60,50,45,25,20
570,85,70,70,50,50,45,25,20
585,80,65,65,45,45,45,15,30
600,85,70,55,45,35,50,15,15
615,90,55,60,50,30,45,15,15
630,95,50,60,50,20,20,20,15
645,80,40,55,45,15,10,20,15
660,0,40,60,40,5,15,15,20
675,0,0,0,55,40,50,15,15
690,0,0,0,0,0,0,15,15
705,0,0,0,0,0,0,0,15
