時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,60,40,5,5,5,5,0,5
15,110,80,5,70,5,5,0,15
30,115,80,70,75,40,30,0,15
45,105,75,75,80,75,55,0,15
60,130,80,70,85,80,70,5,30
75,140,95,70,90,75,70,15,35
90,135,95,80,95,75,70,15,35
105,115,95,80,95,70,50,15,20
120,115,95,80,90,60,55,15,20
135,100,85,75,90,60,55,15,30
150,100,75,75,90,60,45,15,30
165,105,65,60,80,55,50,15,30
180,100,70,60,80,60,55,15,35
195,105,65,60,80,60,60,15,15
210,90,65,55,80,60,65,15,15
225,85,65,55,80,75,60,15,15
240,90,65,70,80,75,50,15,15
255,95,60,70,80,60,55,15,20
270,110,60,70,75,55,60,15,20
285,110,75,70,80,60,60,15,20
300,100,75,70,80,70,60,15,20
315,95,80,70,80,75,60,15,20
330,100,80,70,90,75,60,15,15
345,120,80,70,80,75,60,15,20
360,110,85,70,75,65,65,15,35
375,105,95,80,80,65,65,15,30
390,100,85,70,90,65,65,15,30
405,100,85,65,90,70,70,15,15
420,110,90,75,90,70,70,15,15
435,110,90,80,85,70,60,15,20
450,110,90,80,85,65,50,15,20
465,105,90,85,80,65,60,15,20
480,105,85,85,75,70,60,15,20
495,105,85,85,75,80,55,15,20
510,105,85,80,75,80,50,15,20
525,105,75,75,0,80,40,15,30
540,100,65,70,0,70,35,15,20
555,90,65,70,0,70,50,15,15
570,90,65,70,0,60,50,15,10
585,90,70,70,0,50,40,15,10
600,95,70,65,25,50,30,15,15
615,95,70,80,75,50,45,15,15
630,90,65,80,65,50,60,15,15
645,90,65,80,65,45,50,15,15
660,0,55,70,65,35,45,15,15
675,0,55,50,0,25,35,15,15
690,0,40,0,0,0,25,0,15
705,0,0,0,0,0,25,0,15
