時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,70,60,20,30,5,5,0,5
15,100,70,35,70,10,5,0,20
30,85,65,50,55,70,20,0,15
45,90,75,45,55,65,50,0,20
60,110,85,45,70,60,60,5,20
75,110,85,50,70,55,55,5,30
90,100,75,50,55,50,50,5,30
105,95,75,45,55,55,35,15,30
120,80,70,45,55,50,40,15,15
135,60,75,30,50,45,40,15,15
150,60,65,25,50,45,30,15,15
165,70,50,35,45,40,30,15,15
180,75,50,35,45,40,25,15,15
195,70,55,35,50,40,40,15,15
210,70,45,30,50,45,40,15,15
225,70,40,30,45,50,40,15,15
240,65,65,40,50,40,35,15,20
255,65,55,40,50,40,30,15,20
270,80,50,40,45,50,40,15,20
285,80,50,25,0,50,45,15,15
300,80,45,30,0,45,45,15,15
315,70,60,35,0,45,30,15,15
330,70,70,40,0,0,40,15,15
345,70,70,45,0,0,60,15,25
360,85,75,50,0,0,60,15,25
375,90,75,45,0,0,60,30,15
390,90,75,50,80,0,55,30,25
405,85,75,50,65,0,50,30,20
420,85,70,45,65,0,45,15,30
435,80,70,45,55,20,45,15,35
450,85,65,40,65,90,35,15,35
465,85,75,40,70,85,50,15,35
480,85,70,35,70,80,50,15,15
495,80,70,35,70,75,35,15,15
510,75,60,35,75,75,40,15,15
525,75,60,35,75,0,50,15,20
540,70,65,40,65,0,60,15,20
555,95,65,45,55,0,50,15,15
570,95,60,40,55,0,50,15,15
585,90,65,40,65,0,50,15,20
600,80,65,45,65,0,55,15,20
615,80,65,45,65,0,55,15,15
630,70,55,40,50,15,45,15,15
645,65,50,35,45,40,25,15,15
660,50,40,30,30,50,15,15,15
675,50,40,25,25,40,25,15,15
690,45,30,25,25,40,15,0,15
705,0,0,35,0,40,0,0,15
