時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,105,90,45,60,10,5,0,5
15,95,90,70,70,20,10,0,20
30,110,100,80,80,55,55,0,20
45,130,110,80,75,75,65,0,20
60,130,110,90,90,65,50,5,35
75,140,120,100,90,60,50,15,45
90,120,100,100,90,65,50,20,50
105,110,80,100,120,75,65,20,40
120,100,80,90,120,75,70,25,40
135,90,85,90,0,90,70,30,40
150,110,90,90,0,110,70,30,35
165,110,80,90,0,110,70,20,35
180,0,0,0,0,0,0,0,0
195,0,0,0,0,0,0,0,0
210,110,100,110,60,0,80,25,50
225,90,110,110,100,0,80,30,50
240,100,120,100,95,0,90,50,50
255,110,115,100,110,0,90,30,45
270,125,110,85,110,0,85,35,35
285,130,100,95,115,0,80,25,45
300,135,90,105,120,0,80,25,40
315,135,90,105,110,35,70,45,45
330,115,90,105,0,140,70,30,45
345,100,115,105,0,140,80,30,45
360,100,115,100,0,140,80,35,45
375,110,110,110,0,100,90,40,60
390,130,110,115,0,60,100,40,60
405,130,110,115,0,160,90,30,60
420,130,110,120,110,160,95,30,35
435,130,110,110,150,160,90,30,35
450,140,105,115,160,160,90,20,45
465,140,100,105,150,160,80,20,45
480,140,95,100,140,110,80,25,45
495,140,110,110,140,110,70,30,30
510,140,130,120,130,110,80,30,30
525,140,130,115,120,110,80,35,50
540,140,120,105,115,110,80,25,35
555,145,110,100,115,65,80,20,35
570,135,100,95,105,65,75,20,35
585,130,80,95,95,65,70,15,20
600,120,70,90,95,70,65,15,20
615,115,60,90,95,75,60,15,20
630,110,55,95,90,65,50,20,15
645,0,45,0,80,45,40,25,15
660,0,0,0,0,40,40,15,15
675,0,0,0,0,0,0,15,35
690,0,0,0,0,0,0,20,15
705,0,0,0,0,0,0,0,20
