時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,70,5,35,30,5,5,0,15
15,120,50,45,65,10,5,0,15
30,135,100,55,75,45,20,0,20
45,140,120,70,80,85,60,0,40
60,135,120,85,100,85,70,15,45
75,140,110,100,110,70,70,15,50
90,145,115,110,110,75,65,15,35
105,130,110,110,110,80,75,15,35
120,130,100,95,100,85,75,15,35
135,130,95,80,100,90,0,15,35
150,115,100,70,95,85,0,15,35
165,110,95,70,90,70,0,30,40
180,115,100,60,90,80,0,15,25
195,110,100,60,90,85,0,20,30
210,110,95,55,90,90,0,20,30
225,110,80,55,85,90,0,20,40
240,110,80,55,80,85,0,20,40
255,100,80,55,85,85,0,20,30
270,105,95,65,95,100,0,25,45
285,115,95,50,100,120,0,15,30
300,110,95,50,85,110,30,30,35
315,125,95,55,85,80,80,25,35
330,125,95,50,80,70,85,30,45
345,120,100,45,85,70,80,25,20
360,110,115,50,80,80,75,20,35
375,110,120,50,80,95,75,20,40
390,125,120,50,90,105,75,20,40
405,120,110,55,90,95,70,30,30
420,125,110,50,95,85,65,15,30
435,130,110,50,100,75,80,30,45
450,120,100,55,100,70,80,15,35
465,120,100,55,95,65,85,30,35
480,120,95,60,90,65,85,25,35
495,110,95,60,80,80,85,25,45
510,105,95,55,80,80,80,15,35
525,105,95,50,70,80,70,15,30
540,115,85,50,60,60,55,15,20
555,110,75,40,60,60,55,15,15
570,110,70,20,60,40,55,15,15
585,110,75,20,70,40,40,15,15
600,115,75,30,70,45,50,15,15
615,100,90,55,75,65,50,15,10
630,90,75,55,70,50,50,15,15
645,80,75,50,60,50,55,15,15
660,70,65,40,55,35,45,15,20
675,0,65,35,50,30,35,15,20
690,0,0,30,0,0,25,0,15
705,0,0,0,0,0,0,0,15
