時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,100,60,15,40,20,20,0,5
15,110,70,60,45,20,25,0,20
30,100,80,60,60,45,30,0,20
45,95,95,60,60,65,45,0,25
60,75,90,55,65,60,55,5,20
75,75,65,50,65,45,50,15,30
90,80,60,50,70,45,45,20,30
105,80,60,60,70,50,40,25,30
120,80,60,60,55,55,45,25,30
135,80,60,55,55,60,45,15,30
150,75,50,55,60,50,40,15,35
165,75,55,65,65,50,40,15,20
180,75,60,55,65,45,40,20,20
195,65,70,55,60,40,45,20,35
210,65,65,55,55,50,45,25,45
225,65,70,45,55,55,45,25,35
240,70,60,45,50,55,45,25,30
255,80,60,50,60,50,45,30,30
270,80,55,55,60,45,50,25,35
285,70,55,55,75,45,45,25,50
300,65,55,60,65,45,50,25,35
315,0,0,0,0,0,0,0,0
330,70,60,55,70,45,45,30,20
345,70,65,60,70,50,40,15,20
360,75,75,65,65,60,40,20,30
375,75,75,65,65,60,35,20,30
390,75,65,55,60,55,50,20,30
405,75,55,55,55,50,50,30,30
420,75,65,55,50,45,50,30,30
435,75,60,50,50,40,50,15,20
450,65,55,45,55,35,45,20,30
465,65,55,40,55,30,40,25,20
480,70,60,50,50,25,45,15,15
495,90,70,50,55,40,45,15,30
510,95,70,60,55,60,45,25,30
525,90,65,60,50,0,55,15,30
540,90,65,55,55,0,55,20,15
555,85,55,60,55,0,60,25,30
570,80,60,60,55,0,60,25,30
585,75,60,60,50,0,60,15,20
600,80,60,65,45,0,50,15,20
615,85,55,55,45,0,45,15,15
630,85,55,50,45,0,35,20,20
645,75,55,50,40,0,35,15,20
660,60,45,50,40,0,35,25,15
675,50,30,45,35,0,25,25,15
690,0,30,0,30,0,5,25,20
705,0,0,0,0,0,20,0,15
