時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,70,50,5,15,5,5,0,15
15,105,80,25,35,5,5,0,15
30,115,95,40,55,10,5,0,20
45,115,95,45,60,25,15,0,20
60,115,100,80,60,60,40,15,20
75,100,100,85,60,60,50,15,50
90,110,105,80,55,60,45,20,35
105,105,105,65,55,50,45,25,45
120,95,90,50,55,45,50,25,30
135,95,90,50,65,45,45,25,30
150,105,85,55,70,50,35,35,35
165,95,75,55,60,45,40,20,45
180,95,65,55,55,45,40,25,30
195,95,65,50,55,50,40,25,30
210,95,80,45,50,50,40,25,30
225,90,80,45,65,50,40,25,35
240,100,70,45,60,45,45,30,30
255,100,65,50,50,40,50,35,35
270,95,75,50,50,45,40,35,35
285,0,0,0,0,0,0,0,0
300,95,90,60,55,55,45,30,50
315,100,100,45,55,55,55,25,45
330,100,100,45,55,55,50,35,45
345,95,85,50,50,50,45,25,30
360,95,80,50,50,50,45,35,45
375,95,75,50,55,50,45,25,50
390,100,85,60,55,50,50,35,45
405,95,85,60,55,50,50,35,35
420,100,80,70,60,50,50,30,45
435,100,80,50,60,45,50,20,30
450,90,75,50,65,40,40,25,40
465,80,70,50,55,40,35,25,45
480,75,70,45,50,40,40,20,50
495,75,0,50,35,35,40,20,35
510,0,0,50,40,35,40,15,20
525,0,0,0,35,30,35,20,15
540,0,0,0,0,25,25,0,10
555,0,0,0,0,5,0,0,0
570,0,0,0,0,0,0,0,0
585,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0
615,0,0,0,0,0,0,0,0
630,5,5,5,5,5,5,0,5
645,60,60,5,15,5,5,0,20
660,70,45,40,35,25,5,0,10
675,45,35,30,30,35,15,0,15
690,40,30,20,25,35,20,0,20
705,35,35,20,25,35,20,0,15
