時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,115,110,50,40,5,5,0,15
15,130,120,70,60,10,15,0,35
30,140,120,60,75,40,35,0,35
45,140,110,50,75,55,45,0,20
60,135,105,65,65,55,55,5,40
75,125,105,60,65,60,55,15,35
90,0,0,0,0,0,0,0,0
105,95,95,75,75,60,45,20,35
120,85,95,75,95,60,55,25,30
135,90,100,75,75,50,50,25,30
150,95,85,75,75,45,55,30,30
165,95,80,45,80,45,55,20,30
180,90,80,50,70,45,50,20,30
195,100,80,60,65,45,45,30,35
210,105,75,70,55,50,45,25,30
225,95,65,60,60,50,40,25,35
240,90,75,60,70,55,45,35,35
255,95,85,50,75,60,45,30,30
270,0,0,0,0,0,0,0,0
285,95,85,60,80,50,55,20,25
300,95,85,60,75,50,60,25,30
315,95,85,60,65,55,60,30,35
330,95,85,65,65,55,60,30,35
345,90,85,60,75,45,50,35,20
360,90,85,60,75,50,55,20,35
375,85,90,65,75,50,65,25,35
390,105,90,65,70,50,65,25,20
405,105,100,60,70,50,65,30,35
420,100,100,70,70,55,65,30,30
435,100,70,60,75,55,70,25,40
450,95,75,60,80,45,55,20,40
465,85,80,60,80,40,45,20,35
480,95,90,60,80,45,50,25,35
495,100,95,70,75,50,55,15,40
510,100,95,65,65,50,50,20,35
525,110,100,60,65,50,60,15,35
540,90,100,60,65,50,60,15,35
555,90,80,70,65,50,40,25,20
570,85,70,70,65,30,40,15,20
585,90,60,70,65,25,40,15,30
600,85,50,60,65,30,45,15,20
615,85,45,50,50,30,35,15,15
630,75,40,50,35,20,15,20,15
645,65,40,50,35,5,25,20,15
660,50,40,40,45,5,25,25,15
675,0,45,50,45,20,20,15,15
690,0,0,45,35,30,35,15,15
705,0,0,0,0,15,0,0,20
