時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,130,120,35,60,5,5,0,10
15,135,140,40,70,15,10,0,15
30,130,150,55,70,40,50,0,30
45,150,160,55,70,70,60,0,50
60,160,165,60,80,75,60,15,45
75,160,155,60,80,80,55,25,55
90,150,145,60,85,75,55,30,40
105,140,140,65,85,80,55,25,55
120,130,130,60,85,85,55,25,55
135,130,120,55,80,85,55,30,40
150,120,100,50,80,80,55,40,35
165,120,100,50,80,70,55,30,35
180,110,100,45,75,80,65,35,35
195,110,100,45,80,75,65,40,35
210,115,100,55,80,70,55,25,45
225,125,95,50,80,70,60,30,50
240,130,85,50,100,70,60,30,45
255,145,85,45,100,85,65,35,40
270,135,95,45,95,85,65,40,30
285,130,120,45,85,85,70,35,35
300,130,130,50,75,85,70,45,65
315,130,130,50,80,85,70,45,50
330,135,130,45,90,85,75,30,50
345,130,125,45,85,80,70,35,50
360,130,115,50,85,85,65,40,60
375,130,115,50,85,85,70,40,60
390,130,100,65,85,85,70,45,50
405,130,95,70,90,85,70,45,50
420,130,110,70,90,80,70,45,60
435,130,110,70,90,80,70,60,50
450,145,115,70,85,80,65,40,50
465,140,120,60,90,70,70,35,50
480,125,120,55,90,80,65,40,50
495,120,120,55,80,80,65,45,55
510,120,120,55,80,80,65,30,50
525,135,115,50,85,70,65,30,50
540,135,105,45,85,80,55,30,45
555,130,100,45,80,70,55,25,30
570,120,100,45,75,60,55,30,50
585,110,95,40,70,50,55,15,35
600,105,95,40,55,45,50,15,35
615,105,90,40,55,45,25,15,20
630,105,80,35,50,25,20,25,20
645,105,80,30,50,30,25,20,15
660,0,60,30,45,30,25,25,15
675,0,0,45,50,40,50,15,30
690,0,0,35,0,0,0,15,30
705,0,0,0,0,0,0,0,0
