時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,130,0,5,40,5,5,0,10
15,130,0,70,85,10,5,0,20
30,150,0,90,80,50,55,0,20
45,150,0,95,90,100,60,0,20
60,160,0,95,110,95,75,0,45
75,160,0,100,115,95,75,0,50
90,160,0,100,110,100,90,0,50
105,160,0,100,115,105,90,0,60
120,140,0,105,110,105,80,0,65
135,130,0,110,110,105,80,0,65
150,120,0,110,110,120,75,0,60
165,110,0,110,110,125,70,0,35
180,140,0,115,110,150,75,0,35
195,140,0,115,110,140,80,0,45
210,140,0,130,0,140,90,0,55
225,145,0,130,0,140,90,0,55
240,140,0,110,0,140,95,0,55
255,140,0,90,0,140,100,0,50
270,150,0,100,0,130,95,0,35
285,150,0,110,0,130,100,0,50
300,150,0,115,0,130,100,0,50
315,145,0,120,30,135,90,0,35
330,145,0,130,150,135,80,0,50
345,145,0,130,190,140,90,0,50
360,145,0,130,200,155,100,0,55
375,145,0,130,150,155,110,0,55
390,155,0,125,140,140,100,0,45
405,0,0,125,120,120,95,0,60
420,0,0,130,130,110,90,0,60
435,0,0,130,135,100,90,0,50
450,0,0,130,140,100,90,0,50
465,0,0,130,150,110,75,0,60
480,0,0,140,160,125,80,0,60
495,0,0,140,150,140,80,0,45
510,0,0,135,140,140,90,0,45
525,180,0,130,120,145,85,0,40
540,160,0,140,120,130,85,0,45
555,140,0,140,120,130,75,0,50
570,140,0,140,110,130,75,0,50
585,160,0,0,100,120,75,0,35
600,160,0,0,110,110,65,0,30
615,140,0,0,110,90,65,0,45
630,120,0,0,100,85,65,0,45
645,0,0,0,0,0,70,0,35
660,0,0,0,0,0,0,0,30
675,0,0,0,0,0,0,0,20
690,0,0,0,0,0,0,0,20
705,0,0,0,0,0,0,0,30
