時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,120,0,35,30,5,5,0,5
15,145,0,65,75,10,5,0,20
30,150,0,75,75,55,40,0,20
45,140,0,75,70,80,60,0,20
60,120,0,75,65,75,60,0,35
75,120,0,60,65,55,55,0,30
90,110,0,60,70,45,60,0,30
105,115,0,70,90,50,55,0,30
120,115,0,70,80,50,50,0,30
135,85,0,60,75,45,50,0,20
150,90,0,60,70,45,50,0,30
165,105,0,60,70,50,55,0,35
180,115,0,65,65,50,55,0,35
195,115,0,65,65,60,45,0,35
210,115,0,60,70,60,50,0,35
225,110,0,60,70,65,55,0,35
240,95,0,65,70,55,55,0,45
255,100,0,60,70,55,55,0,30
270,90,0,60,60,55,50,0,30
285,100,0,60,55,50,55,0,20
300,110,0,55,70,45,60,0,35
315,110,0,65,70,60,60,0,30
330,110,0,80,70,80,50,0,30
345,110,0,75,70,80,55,0,35
360,110,0,75,65,80,60,0,35
375,105,0,75,65,70,60,0,35
390,105,0,70,65,65,70,0,35
405,100,0,70,65,50,60,0,35
420,100,0,70,70,50,60,0,35
435,105,0,70,65,55,55,0,45
450,115,0,75,65,55,60,0,45
465,110,0,65,65,65,60,0,45
480,105,0,65,55,65,65,0,30
495,110,0,65,50,55,60,0,30
510,115,0,75,60,55,55,0,35
525,110,0,85,60,55,45,0,40
540,115,0,95,60,55,40,0,35
555,110,0,80,60,55,50,0,30
570,110,0,70,55,50,50,0,30
585,110,0,70,50,50,50,0,30
600,95,0,70,45,45,40,0,25
615,90,0,65,45,40,40,0,15
630,80,0,65,50,35,40,0,15
645,75,0,70,50,35,30,0,20
660,65,0,70,40,40,30,0,20
675,0,0,0,35,40,30,0,15
690,0,0,0,35,15,25,0,15
705,0,0,0,20,15,20,0,10
