時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,50,5,10,5,5,0,0,5
15,90,110,30,30,5,0,0,20
30,120,120,55,65,5,5,0,20
45,130,130,80,60,60,5,0,20
60,130,140,130,70,80,60,0,45
75,115,130,130,70,85,65,0,50
90,105,120,120,70,70,65,0,35
105,100,100,115,65,70,60,0,20
120,100,105,120,65,60,60,0,25
135,100,100,120,65,45,55,0,15
150,105,80,120,60,45,50,0,30
165,110,80,120,70,50,45,0,30
180,105,100,90,70,65,50,0,30
195,100,100,70,70,65,50,0,35
210,90,100,100,60,70,50,0,30
225,95,90,110,65,65,45,0,45
240,95,95,110,65,55,55,0,35
255,95,90,60,65,55,50,0,35
270,95,90,45,65,55,50,0,35
285,95,75,60,65,60,50,0,30
300,95,80,75,60,80,55,0,40
315,105,90,70,60,75,60,0,25
330,95,115,75,60,70,60,0,30
345,95,115,80,60,65,55,0,45
360,95,115,70,60,65,55,0,35
375,90,90,75,60,60,55,0,20
390,90,95,70,60,55,50,0,20
405,85,95,70,60,55,50,0,35
420,90,90,70,60,50,45,0,30
435,100,95,70,50,70,50,0,30
450,100,95,75,50,60,50,0,30
465,95,100,75,55,55,50,0,15
480,90,95,70,60,55,50,0,30
495,90,95,75,60,55,45,0,20
510,90,95,75,60,50,45,0,20
525,90,90,85,55,50,45,0,30
540,90,100,80,55,55,50,0,30
555,85,100,70,55,55,45,0,30
570,100,110,65,50,55,45,0,15
585,105,95,65,45,45,45,0,15
600,95,85,80,40,45,35,0,15
615,85,80,65,40,45,35,0,20
630,80,80,70,45,35,35,0,20
645,70,75,70,40,45,35,0,20
660,60,70,70,40,45,30,0,20
675,50,60,55,35,40,35,0,15
690,0,0,0,25,25,25,0,15
705,0,0,0,0,5,15,0,15
