時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,180,140,35,70,10,10,0,15
15,180,160,60,65,30,20,0,30
30,160,170,65,70,85,50,0,45
45,160,165,55,70,80,55,0,50
60,140,145,45,80,65,60,0,35
75,130,130,45,80,60,70,0,30
90,110,105,45,75,60,55,0,40
105,95,105,50,60,60,55,0,35
120,95,105,45,55,55,40,0,35
135,110,90,40,55,65,40,0,30
150,120,90,25,55,60,45,0,30
165,110,85,20,65,50,50,0,30
180,110,90,40,75,40,50,0,30
195,105,90,45,60,40,50,0,45
210,100,90,35,55,60,45,0,20
225,100,90,30,55,70,45,0,35
240,100,90,30,60,65,50,0,40
255,100,90,35,55,70,40,0,30
270,100,95,35,50,60,45,0,40
285,105,100,35,55,60,45,0,45
300,105,90,30,55,75,45,0,45
315,110,105,30,60,65,45,0,35
330,110,105,30,60,70,45,0,35
345,110,90,30,55,70,40,0,40
360,110,90,35,55,70,40,0,45
375,110,90,35,50,65,40,0,45
390,110,100,40,50,65,45,0,40
405,105,100,35,55,65,50,0,30
420,105,110,30,50,60,50,0,35
435,105,110,25,45,70,0,0,50
450,110,115,25,45,70,0,0,50
465,115,115,25,55,70,0,0,35
480,115,115,35,55,60,0,0,50
495,105,105,35,45,60,0,0,50
510,95,95,30,45,55,0,0,45
525,100,90,25,50,55,0,0,45
540,105,90,25,55,60,0,0,30
555,100,80,30,40,60,5,0,30
570,95,80,30,35,55,30,0,30
585,85,80,25,35,35,60,0,30
600,85,70,15,30,25,50,0,20
615,80,60,15,25,20,35,0,20
630,65,65,10,20,15,10,0,20
645,60,60,15,20,10,20,0,15
660,0,0,30,40,30,30,0,20
675,0,0,25,35,0,50,0,20
690,0,0,25,0,0,0,0,15
705,0,0,15,0,0,0,0,20
