時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,120,0,35,25,20,5,0,5
15,140,0,70,0,20,25,0,15
30,150,0,85,0,50,50,0,15
45,155,0,95,50,100,65,0,45
60,145,0,95,65,105,65,0,35
75,125,0,75,80,85,65,0,35
90,125,0,60,75,75,65,0,35
105,120,0,65,75,75,60,0,45
120,105,0,75,75,65,60,0,30
135,105,0,80,75,60,55,0,30
150,105,0,70,60,55,35,0,30
165,105,0,70,60,55,40,0,30
180,100,0,60,60,45,50,0,35
195,100,0,60,60,50,50,0,20
210,100,0,60,60,55,50,0,35
225,100,0,60,65,50,50,0,35
240,105,0,65,65,55,50,0,30
255,100,0,65,55,50,50,0,30
270,100,0,50,55,45,50,0,20
285,100,0,60,60,50,55,0,30
300,105,0,65,60,50,50,0,35
315,105,0,65,55,50,45,0,35
330,110,0,65,55,55,45,0,35
345,105,0,55,60,55,50,0,30
360,105,0,60,60,55,50,0,45
375,110,0,60,55,55,55,0,45
390,110,0,65,50,55,60,0,45
405,110,0,75,60,55,55,0,30
420,105,0,70,65,55,50,0,30
435,100,0,70,60,45,55,0,50
450,100,0,65,50,45,55,0,50
465,100,0,65,50,45,60,0,50
480,105,0,65,50,50,55,0,40
495,105,0,65,45,50,55,0,30
510,105,0,65,45,70,45,0,30
525,105,0,65,45,65,50,0,30
540,105,0,65,55,65,50,0,30
555,105,0,70,55,55,50,0,35
570,100,0,70,50,50,35,0,20
585,100,0,65,45,50,25,0,30
600,90,0,65,45,20,45,0,15
615,85,0,50,30,25,45,0,30
630,80,0,55,35,40,35,0,15
645,70,0,60,35,35,35,0,15
660,0,0,60,40,25,20,0,15
675,0,0,0,35,25,25,0,20
690,0,0,0,30,15,25,0,15
705,0,0,0,25,10,0,0,20
