時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,150,140,5,60,10,5,0,15
15,160,130,90,70,35,25,0,20
30,140,130,90,80,80,45,0,35
45,125,115,80,80,90,50,0,35
60,110,90,60,80,80,55,0,35
75,110,80,45,70,75,70,0,45
90,110,80,35,60,65,60,0,35
105,100,80,35,60,60,50,0,35
120,105,80,50,60,55,45,0,35
135,105,80,50,60,50,45,0,30
150,110,80,40,60,45,45,0,20
165,105,90,40,60,50,45,0,35
180,105,100,40,60,60,40,0,35
195,100,90,35,60,60,45,0,35
210,100,80,35,50,55,50,0,35
225,100,70,35,50,55,50,0,35
240,100,75,40,55,55,50,0,40
255,95,75,40,55,55,45,0,25
270,100,70,40,50,60,40,0,15
285,110,0,35,55,65,40,0,30
300,110,0,35,60,60,50,0,30
315,110,0,40,55,50,50,0,35
330,120,0,40,55,50,50,0,35
345,130,0,40,0,55,50,0,35
360,115,0,40,0,70,70,0,35
375,105,0,35,0,75,70,0,45
390,105,80,35,0,80,60,0,30
405,105,80,30,0,80,50,0,30
420,95,110,40,0,75,55,0,30
435,105,110,40,50,70,60,0,30
450,105,120,35,70,75,50,0,35
465,115,120,25,60,60,50,0,35
480,115,120,25,60,50,45,0,35
495,105,120,25,65,45,45,0,35
510,90,75,35,85,45,50,0,45
525,80,75,30,70,50,50,0,30
540,85,85,25,60,40,45,0,30
555,90,60,25,50,35,45,0,15
570,85,50,25,45,45,40,0,15
585,80,60,20,40,45,30,0,20
600,75,60,15,40,30,30,0,20
615,60,55,15,30,20,20,0,20
630,60,45,15,25,10,15,0,15
645,60,45,15,30,10,15,0,15
660,60,65,25,45,20,25,0,15
675,50,0,20,40,35,25,0,15
690,0,0,20,30,25,20,0,15
705,0,0,15,20,15,15,0,15
