時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,80,0,15,20,5,5,0,15
30,110,0,55,50,5,5,0,15
45,120,0,75,55,40,35,0,15
60,120,0,75,70,80,55,0,30
75,120,0,65,70,80,55,0,20
90,130,0,70,65,75,65,0,35
105,120,0,70,65,75,65,0,20
120,110,0,75,65,75,55,0,30
135,95,0,65,65,85,55,0,15
150,90,0,65,65,85,55,0,30
165,90,0,65,65,80,55,0,30
180,100,0,65,70,75,50,0,35
195,110,0,70,65,75,50,0,35
210,100,0,65,65,75,45,0,20
225,85,0,65,65,65,50,0,20
240,85,0,60,65,55,50,0,30
255,100,0,60,65,60,50,0,30
270,110,0,50,60,60,50,0,20
285,105,0,65,60,65,50,0,20
300,90,0,65,60,65,55,0,35
315,95,0,65,60,60,55,0,20
330,100,0,70,70,55,55,0,35
345,100,0,70,70,60,65,0,35
360,90,0,70,60,70,65,0,20
375,95,0,70,65,75,65,0,30
390,90,0,65,65,65,55,0,15
405,90,0,70,60,65,55,0,30
420,90,0,65,60,65,55,0,30
435,80,0,65,65,65,55,0,35
450,95,0,60,55,65,55,0,30
465,95,0,60,55,65,55,0,20
480,95,0,60,55,65,50,0,20
495,85,0,65,55,55,50,0,20
510,80,0,70,55,55,45,0,20
525,75,0,70,60,55,40,0,15
540,80,0,85,55,50,50,0,30
555,80,0,75,55,50,55,0,25
570,75,0,75,50,50,55,0,15
585,75,0,65,45,45,50,0,20
600,65,0,65,45,40,35,0,20
615,70,0,65,45,35,35,0,20
630,65,0,75,45,40,35,0,20
645,65,0,65,50,45,40,0,20
660,55,0,60,40,40,35,0,15
675,50,0,0,30,30,25,0,15
690,45,0,0,25,15,20,0,20
705,0,0,0,0,0,10,0,20
