時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,100,100,40,0,5,5,0,15
15,150,110,65,0,5,5,0,20
30,140,115,80,0,35,30,0,20
45,150,130,85,0,80,50,0,20
60,160,140,0,0,100,0,0,45
75,160,140,0,0,130,0,0,0
90,160,130,0,0,140,0,0,0
105,155,140,0,0,140,0,0,0
120,155,140,0,0,120,0,0,0
135,155,140,0,0,120,0,0,20
150,170,140,0,0,140,30,0,35
165,170,130,0,0,140,140,0,45
180,150,130,50,0,150,140,0,35
195,145,110,100,0,150,120,0,40
210,145,110,120,0,150,110,0,50
225,145,110,120,0,140,110,0,45
240,150,100,120,0,140,90,0,45
255,150,110,125,0,140,75,0,55
270,160,120,125,0,130,100,0,55
285,150,125,115,0,130,120,0,65
300,140,120,115,0,140,130,0,50
315,150,125,110,0,140,140,0,50
330,140,135,120,0,140,150,0,50
345,130,135,120,0,140,150,0,45
360,140,130,120,0,140,150,0,65
375,160,130,120,0,160,130,0,55
390,160,130,130,0,150,120,0,55
405,160,130,130,0,150,120,0,55
420,150,125,130,0,160,120,0,60
435,150,130,130,0,160,120,0,50
450,150,125,125,0,150,110,0,55
465,150,120,130,0,140,110,0,35
480,140,115,125,0,130,100,0,40
495,135,110,125,0,130,90,0,60
510,135,115,120,0,115,100,0,45
525,135,105,120,0,105,110,0,40
540,135,105,115,0,100,120,0,35
555,135,95,110,0,95,110,0,35
570,120,85,100,0,85,100,0,50
585,120,85,100,0,85,90,0,35
600,105,80,90,0,85,80,0,20
615,100,70,90,0,75,65,0,15
630,95,65,90,0,90,40,0,15
645,0,70,0,0,80,35,0,15
660,0,0,0,0,0,70,0,20
675,0,0,0,0,0,0,0,35
690,0,0,0,0,0,0,0,20
705,0,0,0,0,0,0,0,15
