時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,100,90,30,0,5,5,0,15
15,120,130,65,0,5,5,0,20
30,165,145,70,0,40,20,0,20
45,160,145,75,0,60,55,0,35
60,170,155,80,0,100,15,0,35
75,160,150,90,0,110,70,0,45
90,150,150,100,0,110,80,0,60
105,140,140,100,0,105,85,0,65
120,140,130,100,0,95,80,0,45
135,135,130,100,0,95,70,0,35
150,150,115,100,0,100,70,0,45
165,150,100,95,0,95,65,0,50
180,160,95,90,0,95,65,0,45
195,150,110,90,0,95,65,0,50
210,160,115,95,0,95,70,0,50
225,160,115,95,0,100,70,0,50
240,155,115,95,0,105,70,0,50
255,140,125,85,0,110,75,0,45
270,140,120,80,0,110,75,0,45
285,155,120,85,0,110,75,0,45
300,160,125,85,0,120,80,0,45
315,160,125,85,0,115,85,0,60
330,160,125,85,0,120,80,0,45
345,160,115,95,0,120,75,0,45
360,155,105,100,0,110,75,0,60
375,150,105,100,0,105,70,0,50
390,160,120,100,0,115,75,0,60
405,160,130,95,0,105,80,0,60
420,160,145,95,0,100,80,0,60
435,150,145,95,0,100,80,0,50
450,145,145,90,0,100,75,0,45
465,145,130,90,0,100,75,0,50
480,145,115,90,0,100,65,0,50
495,145,115,95,0,95,65,0,60
510,140,115,105,0,90,65,0,65
525,135,95,110,0,90,65,0,60
540,130,95,110,0,80,60,0,45
555,120,85,90,0,80,55,0,45
570,120,85,80,0,70,55,0,30
585,110,85,70,0,60,40,0,30
600,105,85,65,0,65,30,0,20
615,90,65,55,0,65,30,0,20
630,85,65,55,0,50,30,0,15
645,0,70,60,0,60,35,0,20
660,0,0,0,0,0,45,0,45
675,0,0,0,0,0,0,0,45
690,0,0,0,0,0,0,0,15
705,0,0,0,0,0,0,0,15
