時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,160,160,5,0,30,40,0,15
15,170,170,50,0,60,45,0,20
30,170,155,85,0,95,65,0,60
45,160,155,85,0,115,90,0,60
60,170,140,105,0,110,110,0,60
75,180,130,105,0,125,120,0,65
90,170,140,110,0,140,115,0,60
105,165,140,150,0,155,110,0,75
120,165,140,150,70,155,100,0,70
135,160,130,120,120,150,100,0,45
150,160,125,120,100,145,90,0,35
165,155,120,100,115,145,85,0,35
180,145,125,70,125,140,90,0,50
195,145,125,70,125,135,90,0,50
210,145,115,60,115,110,95,0,50
225,155,120,75,115,110,105,0,45
240,160,125,85,115,100,105,0,55
255,160,105,90,120,95,110,0,45
270,145,115,90,120,115,90,0,45
285,135,120,85,120,120,85,0,55
300,135,135,85,120,135,100,0,60
315,145,145,85,125,135,110,0,50
330,160,125,85,125,135,110,0,50
345,160,125,80,125,135,110,0,50
360,160,130,80,135,140,100,0,50
375,160,130,85,130,140,90,0,50
390,165,120,85,140,135,100,0,55
405,160,120,120,140,135,95,0,60
420,160,130,130,150,135,95,0,60
435,150,120,90,140,135,95,0,60
450,155,130,95,140,120,100,0,60
465,155,130,85,140,120,105,0,65
480,145,130,85,140,120,110,0,50
495,145,125,90,140,120,100,0,50
510,145,130,95,135,110,100,0,50
525,145,130,95,135,110,95,0,50
540,145,100,90,140,100,80,0,45
555,145,90,80,120,90,70,0,45
570,135,90,75,120,80,70,0,50
585,125,95,65,110,80,70,0,30
600,115,90,60,95,75,70,0,20
615,100,85,50,95,75,55,0,20
630,100,75,50,90,75,40,0,20
645,0,75,50,0,65,40,0,20
660,0,0,0,0,0,0,0,30
675,0,0,0,0,0,0,0,35
690,0,0,0,0,0,0,0,30
705,0,0,0,0,0,0,0,25
