時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,200,170,60,60,50,30,0,5
15,190,160,70,120,60,40,0,20
30,200,180,80,120,90,80,0,40
45,210,180,80,130,110,100,0,65
60,200,170,100,130,125,100,0,90
75,200,175,100,140,135,90,0,105
90,200,0,95,135,150,90,0,85
105,210,0,95,130,150,85,0,80
120,210,0,105,140,145,95,0,75
135,190,0,95,145,145,95,0,70
150,190,0,95,145,145,100,0,65
165,180,0,90,140,140,100,0,70
180,180,180,90,140,140,95,0,40
195,170,180,95,145,140,100,0,50
210,170,180,90,150,140,110,0,60
225,170,180,90,160,145,110,0,70
240,175,180,90,160,145,120,0,80
255,170,180,90,160,145,120,0,75
270,180,180,80,150,145,115,0,75
285,180,150,80,140,150,115,0,80
300,180,120,110,140,150,110,0,65
315,180,120,120,145,140,110,0,65
330,170,120,105,150,140,115,0,65
345,170,110,115,150,140,115,0,80
360,180,130,90,140,140,115,0,75
375,180,130,85,140,140,115,0,75
390,180,160,90,140,135,105,0,60
405,190,170,90,140,150,105,0,60
420,200,185,95,140,155,105,0,65
435,200,185,100,140,155,110,0,60
450,200,170,100,140,155,110,0,75
465,200,160,105,140,150,100,0,80
480,190,150,100,150,150,90,0,65
495,180,140,105,150,140,90,0,75
510,180,130,115,150,125,95,0,80
525,180,130,110,150,120,100,0,75
540,150,130,110,130,115,105,0,60
555,140,110,90,120,110,100,0,45
570,140,120,80,115,110,90,0,35
585,120,110,65,100,115,90,0,35
600,110,90,60,90,110,70,0,30
615,100,90,60,80,105,60,0,15
630,0,75,60,80,90,60,0,15
645,0,65,50,90,0,35,0,15
660,0,0,60,0,0,70,0,50
675,0,0,55,0,0,0,0,30
690,0,0,0,0,0,0,0,15
705,0,0,0,0,0,0,0,20
