時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,190,170,50,0,15,10,0,5
15,200,180,65,0,40,40,0,15
30,170,160,85,0,90,60,0,30
45,165,150,95,0,110,75,0,50
60,175,150,90,0,120,85,0,50
75,170,130,90,0,125,85,0,50
90,170,105,90,0,125,85,0,45
105,170,100,90,0,135,85,0,45
120,170,110,85,0,130,90,0,30
135,160,110,90,0,130,90,0,60
150,150,120,85,0,130,100,0,65
165,150,120,80,0,125,100,0,50
180,160,120,75,0,120,100,0,35
195,160,130,75,0,120,100,0,45
210,170,130,70,0,115,100,0,50
225,170,120,70,0,105,95,0,60
240,175,120,60,0,105,90,0,60
255,175,120,75,0,110,80,0,45
270,170,115,75,0,120,75,0,45
285,170,115,70,0,115,75,0,80
300,155,115,65,0,115,90,0,75
315,155,120,65,0,110,85,0,70
330,160,130,65,0,110,85,0,55
345,160,140,80,0,105,95,0,60
360,160,140,80,0,100,100,0,60
375,165,140,75,0,110,100,0,100
390,170,130,80,0,115,110,0,80
405,170,130,75,0,115,110,0,55
420,180,130,70,0,120,115,0,60
435,170,140,70,0,120,110,0,55
450,170,130,70,0,120,95,0,55
465,165,130,70,0,115,85,0,55
480,165,130,70,0,115,85,0,70
495,155,120,80,0,110,85,0,60
510,135,120,85,0,110,90,0,60
525,140,105,90,0,105,90,0,55
540,140,105,80,0,100,90,0,60
555,135,95,75,0,90,90,0,55
570,130,90,65,0,75,70,0,55
585,120,90,50,0,65,60,0,20
600,115,90,45,0,55,60,0,25
615,105,80,35,0,55,50,0,15
630,105,80,40,0,75,40,0,20
645,0,70,40,0,65,35,0,20
660,0,0,55,0,0,70,0,20
675,0,0,0,0,0,0,0,35
690,0,0,0,0,0,0,0,35
705,0,0,0,0,0,0,0,25
