時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,100,70,5,60,5,5,0,10
15,110,100,30,75,25,5,0,20
30,110,110,65,80,70,50,0,25
45,115,90,70,75,80,65,0,30
60,100,90,80,110,75,75,5,45
75,110,110,70,120,75,65,15,45
90,120,115,85,120,70,70,15,30
105,120,100,85,120,80,70,15,45
120,120,110,75,110,85,65,25,35
135,110,110,60,120,85,70,25,35
150,95,100,55,120,75,70,25,35
165,75,85,55,110,70,65,25,30
180,95,80,55,105,70,65,30,20
195,110,80,55,100,70,65,20,20
210,95,75,55,85,70,65,20,20
225,90,80,50,95,70,65,20,20
240,90,80,50,95,70,60,20,30
255,85,85,45,95,70,65,20,30
270,100,95,50,90,75,60,20,30
285,110,95,55,95,80,55,25,35
300,110,95,60,105,85,65,35,30
315,105,75,55,105,85,75,35,30
330,120,90,55,105,75,70,20,35
345,120,90,55,105,80,70,35,35
360,120,110,50,100,85,70,15,35
375,110,110,45,100,90,70,30,35
390,100,120,45,95,95,70,25,30
405,100,120,45,95,95,65,35,30
420,100,100,45,95,100,70,30,30
435,100,85,50,95,105,70,25,35
450,110,80,50,95,100,70,25,35
465,120,95,45,95,100,70,20,35
480,110,90,45,100,100,75,15,35
495,120,90,40,100,100,80,15,30
510,120,85,50,100,95,75,15,35
525,120,90,60,100,95,70,15,15
540,120,95,50,90,80,65,15,25
555,120,90,45,90,75,65,15,20
570,110,90,40,95,70,55,15,15
585,100,85,40,90,65,60,15,15
600,95,80,45,80,60,55,15,20
615,90,70,45,80,65,65,15,20
630,85,65,40,70,65,60,15,20
645,0,70,30,60,55,50,15,20
660,0,55,30,55,45,30,15,20
675,0,55,20,55,40,30,15,15
690,0,50,25,0,35,30,0,20
705,0,0,0,0,35,0,0,20
