時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,60,35,5,45,5,5,0,5
15,65,70,20,60,5,5,0,20
30,90,45,30,50,20,10,0,15
45,80,45,40,40,20,15,0,15
60,75,40,50,30,20,20,5,10
75,75,35,35,30,15,20,5,15
90,45,30,20,30,10,5,5,15
105,35,20,15,20,10,5,5,15
120,30,15,15,20,10,5,15,15
135,35,15,15,15,5,0,15,15
150,35,10,15,15,5,0,15,20
165,30,20,20,15,10,0,15,10
180,30,20,25,25,10,0,15,10
195,30,25,30,25,10,0,15,10
210,20,25,30,25,5,0,15,10
225,20,20,30,20,5,0,15,10
240,30,15,30,25,5,0,15,15
255,35,25,30,20,5,0,15,15
270,40,30,35,20,5,0,15,10
285,40,35,35,25,25,0,15,10
300,45,45,45,20,25,0,15,15
315,0,0,0,25,30,0,15,15
330,0,0,0,0,20,0,0,0
345,0,0,0,0,0,0,0,0
360,0,0,0,0,0,0,0,0
375,0,0,0,0,0,0,0,0
390,0,0,0,0,0,0,0,0
405,0,0,0,0,0,0,0,0
420,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,0
450,0,0,0,0,0,0,0,0
465,0,0,0,0,0,0,0,0
480,0,0,0,0,0,0,0,0
495,0,0,0,0,0,0,0,0
510,0,0,0,0,0,0,0,0
525,0,0,0,0,0,0,0,0
540,0,0,0,0,0,0,0,0
555,0,0,0,0,0,0,0,0
570,0,0,0,0,0,0,0,0
585,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0
615,0,0,0,0,0,0,0,0
630,0,0,0,0,0,0,0,0
645,0,0,0,0,0,0,0,0
660,0,0,0,0,0,0,0,0
675,0,0,0,0,0,0,0,0
690,0,0,0,0,0,0,0,0
705,0,0,0,0,0,0,0,0
