時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,60,40,5,5,5,5,0,5
15,90,70,40,60,5,5,0,15
30,100,60,50,60,45,25,0,15
45,85,55,50,55,60,50,0,20
60,80,60,50,55,55,60,15,20
75,70,55,45,50,55,55,15,20
90,60,45,40,45,45,45,15,10
105,60,35,35,50,40,35,15,10
120,65,35,35,45,35,25,15,20
135,55,30,35,45,25,40,15,15
150,45,354,20,40,30,45,15,15
165,45,45,25,40,35,45,15,15
180,55,40,25,35,35,30,15,10
195,45,40,30,40,35,25,15,10
210,45,35,30,40,35,30,15,15
225,45,30,25,40,35,30,15,15
240,50,40,20,45,35,25,15,15
255,50,50,30,40,40,20,15,15
270,45,45,25,40,35,25,15,15
285,50,35,25,30,30,25,15,15
300,55,45,30,35,30,40,15,15
315,55,45,25,40,30,40,15,20
330,50,45,30,40,45,30,15,15
345,50,45,35,40,65,30,15,15
360,45,50,35,45,50,25,15,15
375,45,60,40,45,50,25,15,15
390,65,50,40,40,45,25,15,15
405,65,45,40,45,50,30,15,20
420,70,50,30,50,50,30,15,20
435,60,50,35,50,45,35,15,20
450,55,55,40,40,45,30,15,20
465,55,55,40,35,40,30,15,20
480,55,55,45,45,40,35,15,20
495,50,45,30,40,40,35,15,15
510,50,45,30,35,20,40,15,10
525,45,45,25,40,25,40,15,15
540,50,45,30,35,40,30,15,15
555,55,45,30,30,40,30,15,15
570,60,40,25,25,25,30,15,20
585,55,40,20,30,30,30,15,15
600,55,50,25,35,30,30,15,15
615,55,45,25,35,25,25,15,15
630,60,45,30,35,25,25,15,15
645,55,40,30,30,15,5,15,15
660,50,35,20,20,10,10,15,15
675,45,35,25,15,10,10,15,15
690,0,35,25,15,5,5,0,15
705,0,0,0,15,5,5,0,20
