時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,130,120,55,70,5,5,0,15
15,140,120,70,70,10,15,0,20
30,140,130,70,65,45,40,0,20
45,140,130,70,70,75,40,0,35
60,125,120,70,75,85,55,15,40
75,110,115,70,80,75,60,20,50
90,95,85,60,90,70,55,20,50
105,95,85,60,80,70,50,20,35
120,110,80,60,80,55,50,30,30
135,100,90,70,90,50,50,45,35
150,100,90,70,90,50,45,30,50
165,95,100,70,80,60,55,35,30
180,95,100,70,75,75,45,35,30
195,95,90,70,75,75,45,40,35
210,100,90,65,80,65,60,50,35
225,100,75,70,80,75,60,45,45
240,100,80,70,75,75,60,50,45
255,110,90,65,75,75,55,35,35
270,110,95,65,75,75,55,25,35
285,110,85,65,80,75,55,35,35
300,90,95,60,85,75,50,35,35
315,85,100,60,90,65,50,30,35
330,100,100,60,80,65,55,25,35
345,100,100,70,80,60,55,20,40
360,100,95,70,80,65,50,40,40
375,105,85,70,80,70,50,40,30
390,105,90,60,70,70,55,40,45
405,105,90,55,60,75,50,40,35
420,105,90,50,70,75,50,40,35
435,105,95,50,75,75,50,20,35
450,95,90,70,60,65,50,25,35
465,120,85,70,65,55,55,25,30
480,120,90,70,65,45,50,35,40
495,120,95,70,75,40,50,35,35
510,115,95,70,95,55,45,15,45
525,115,110,60,105,60,45,15,35
540,105,110,60,85,60,50,35,20
555,80,95,60,70,60,40,25,35
570,105,90,65,70,60,45,25,40
585,105,90,65,70,50,50,30,45
600,100,80,55,55,50,45,15,30
615,95,80,65,45,45,40,15,20
630,85,60,50,45,40,30,20,15
645,80,45,50,55,35,30,15,15
660,0,45,45,45,25,20,25,15
675,0,45,40,35,20,15,15,20
690,0,0,40,30,5,20,15,15
705,0,0,0,0,0,0,0,15
