時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,65,40,5,5,5,5,0,5
15,90,70,25,65,5,5,0,20
30,85,70,60,55,25,10,0,15
45,75,80,55,55,45,30,0,15
60,80,75,40,40,50,45,15,15
75,60,60,25,40,40,45,15,15
90,50,45,20,50,25,40,15,20
105,40,35,20,45,30,30,15,20
120,45,30,20,35,30,30,15,15
135,40,30,10,35,20,20,15,15
150,40,30,10,30,15,15,15,20
165,40,35,25,25,15,10,15,15
180,35,35,20,25,15,25,15,20
195,25,30,20,20,15,30,15,20
210,30,30,20,20,25,25,15,20
225,40,20,15,20,20,15,15,20
240,35,30,15,20,20,15,15,20
255,40,30,15,20,20,15,15,20
270,35,30,20,15,15,15,15,20
285,35,35,20,25,20,15,15,20
300,40,35,20,30,25,15,15,20
315,45,35,20,20,25,15,15,20
330,45,45,25,20,10,15,15,15
345,40,45,25,15,15,15,15,20
360,35,45,20,15,25,20,15,20
375,50,40,20,20,25,20,15,20
390,55,40,35,30,10,5,15,20
405,40,45,35,30,10,5,15,15
420,40,45,30,30,25,20,15,15
435,40,50,25,25,25,25,15,15
450,50,45,30,25,25,15,15,15
465,50,45,35,30,25,15,15,15
480,55,35,35,25,20,20,15,15
495,50,30,30,20,15,20,15,15
510,40,40,15,20,10,15,15,15
525,35,40,20,20,25,10,15,20
540,35,45,30,20,25,10,15,20
555,40,45,30,15,15,20,15,20
570,40,35,25,15,10,15,15,15
585,40,35,25,20,10,10,15,15
600,40,40,20,20,5,5,15,15
615,40,35,20,10,5,5,15,20
630,40,35,25,10,5,5,15,20
645,30,35,20,10,5,5,15,15
660,25,30,20,10,5,5,15,15
675,25,25,15,10,5,5,15,15
690,20,25,20,5,5,5,0,15
705,15,30,15,5,5,5,0,15
