時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,100,110,40,50,5,5,0,15
15,100,100,60,60,15,15,0,20
30,120,110,60,70,45,30,0,15
45,120,110,65,75,60,45,0,20
60,110,130,80,75,70,50,5,45
75,110,110,80,95,75,50,25,65
90,110,110,85,95,75,50,20,55
105,100,110,85,85,75,50,25,35
120,100,110,75,85,70,60,30,30
135,90,100,75,80,70,60,45,35
150,90,95,75,90,75,55,30,35
165,90,80,75,100,70,50,35,30
180,90,70,70,100,65,50,40,40
195,100,85,65,110,65,45,40,60
210,100,90,65,100,60,50,40,45
225,100,100,65,100,60,50,30,30
240,100,110,70,90,60,50,30,35
255,100,90,70,90,60,50,35,35
270,100,85,70,80,60,45,35,35
285,100,80,65,75,75,50,40,35
300,100,80,65,80,75,50,25,45
315,100,80,65,80,65,55,30,45
330,85,70,75,80,65,60,30,50
345,85,85,75,90,75,60,35,40
360,95,95,80,90,75,60,40,50
375,100,95,70,100,65,50,45,35
390,105,95,70,95,65,55,35,50
405,105,80,70,90,65,60,35,40
420,100,80,75,85,70,55,35,40
435,100,85,75,80,95,45,40,40
450,100,85,70,75,90,50,40,40
465,100,80,65,70,75,50,25,35
480,110,90,70,75,60,50,30,50
495,105,90,70,80,55,50,30,50
510,120,100,140,90,60,50,20,35
525,120,110,140,90,70,60,35,20
540,125,110,140,85,70,70,25,35
555,125,105,90,80,70,55,30,40
570,125,105,65,80,60,45,30,40
585,120,105,70,70,55,50,30,45
600,110,105,70,55,60,50,20,20
615,100,95,70,55,55,50,25,15
630,100,80,70,60,50,40,25,15
645,120,75,60,60,45,35,25,20
660,0,75,60,50,25,25,25,20
675,0,45,55,35,5,25,15,20
690,0,0,0,30,15,15,15,20
705,0,0,0,0,0,0,0,15
