時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,180,0,55,100,15,5,0,15
15,180,0,80,120,35,15,0,15
30,150,0,90,120,70,40,0,20
45,130,0,100,110,75,120,0,35
60,120,0,100,90,75,140,5,50
75,130,0,90,90,70,140,20,45
90,120,0,90,90,65,120,35,50
105,110,25,80,95,60,80,35,35
120,110,90,70,95,50,60,30,30
135,105,130,70,100,55,45,35,30
150,100,140,70,80,65,45,35,30
165,100,130,70,80,65,60,30,30
180,105,110,70,80,55,60,35,45
195,110,95,70,95,45,50,30,35
210,0,0,0,0,0,0,0,0
225,0,0,0,0,0,0,0,0
240,100,100,65,80,55,55,30,30
255,0,0,0,0,0,0,0,0
270,90,95,65,75,60,50,35,30
285,90,85,65,80,55,55,40,35
300,100,95,65,80,55,55,25,35
315,100,90,65,80,55,55,25,35
330,100,90,65,80,65,55,35,20
345,0,0,0,0,0,0,0,0
360,120,105,70,75,70,70,35,30
375,100,105,70,75,65,70,40,40
390,95,130,75,85,65,75,40,45
405,110,130,80,80,65,70,30,40
420,120,120,80,85,65,65,30,30
435,120,115,60,75,60,55,30,30
450,95,110,60,80,60,55,15,35
465,95,100,55,75,60,55,25,30
480,125,85,65,75,50,55,25,30
495,125,110,80,80,45,55,15,40
510,120,110,70,80,60,55,30,30
525,125,115,80,80,70,55,20,30
540,120,110,75,80,70,55,20,30
555,110,100,75,80,65,55,25,30
570,100,100,70,70,60,45,25,35
585,110,95,65,65,60,50,25,35
600,95,85,55,60,55,50,15,20
615,90,80,55,50,45,45,15,15
630,80,70,60,50,30,45,15,15
645,75,70,50,50,30,35,25,15
660,70,60,55,45,20,25,15,15
675,0,50,40,45,5,25,15,15
690,0,0,50,40,5,10,20,15
705,0,0,0,0,0,0,0,15
